id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,tv_ranking
5341,Ookami to Koushinryou II,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/59399.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/59399l.jpg'}",2009-07-09,2009-09-24,"Traveling merchant Kraft Lawrence continues his northward journey with wolf goddess Holo, in search of her lost home of Yoitsu. Lawrence and his sharp-witted partner continue to make some small profits along the way, while slowly uncovering more information about Holo's hometown. However, the road to Yoitsu is a bumpy one filled with many troubles—Lawrence runs into a charming young fellow merchant who has his eyes set on the female wolf companion, and he begins to doubt if Holo will remain by his side; he and the goddess will also have to consider precarious and risky business deals as Lawrence strives to achieve his dream of becoming a shopowner. All the while, with his determination tested at every turn during his journey, Lawrence must question his relationship with Holo, take on business ventures, and ask himself whether it is time for him and Holo to go their separate ways.

[Written by MAL Rewrite]",8.33,208,397,443349,246232,white,2008-10-05T09:36:31+00:00,2022-03-22T10:39:58+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}]",12,"{'year': 2009, 'season': 'summer'}",,light_novel,1440,pg_13,,"[{'id': 112, 'name': ""Brain's Base""}, {'id': 553, 'name': 'Marvy Jack'}]","{'status': {'watching': '14541', 'completed': '315907', 'on_hold': '9991', 'dropped': '4947', 'plan_to_watch': '98314'}, 'num_list_users': 443700}",136
2559,Romeo no Aoi Sora,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/17979.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/17979l.jpg'}",1995-01-15,1995-12-17,"Romeo is a kindhearted and courageous boy living with his family in a small village in Switzerland. Unfortunately, Romeo becomes the interest of a man named Luini, known as ""The God of Death,"" who is infamous for buying children and selling them as chimney sweeps in Milan. While visiting the village, Luini burns down Romeo's family cornfield in an attempt to have Romeo as his own. With the cornfield gone and his father sustaining a head injury trying to put out the fire, Romeo bravely sells himself to the God of Death in order to help his family afford a doctor. 

On his way to Milan, Romeo meets a boy named Alfredo Martini and they quickly become friends. Just as Alfredo is sold to a different master, the two boys swear eternal friendship and vow to meet again. As a chimney sweep, Romeo faces many hardships and abuse, especially from his master's family and a gang known as the Wolf Pack. But after reuniting with Alfredo, the two form a fraternity of chimney sweeps called ""The Black Brothers,"" who will learn to fight against the Wolf Pack and help each other in times of need.

[Written by MAL Rewrite]",8.33,209,2783,43361,14790,white,2007-05-29T17:02:53+00:00,2022-03-20T14:23:33+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 36, 'name': 'Slice of Life'}]",33,"{'year': 1995, 'season': 'winter'}","{'day_of_the_week': 'sunday', 'start_time': '19:30'}",novel,1410,pg_13,Romeo no Aoi Sora is based on the 1941 German novel Die schwarzen Brüder by Lisa Tetzner.,"[{'id': 22, 'name': 'Nippon Animation'}]","{'status': {'watching': '1773', 'completed': '19347', 'on_hold': '1104', 'dropped': '778', 'plan_to_watch': '20400'}, 'num_list_users': 43402}",137
12531,Sakamichi no Apollon,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1604/98654.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1604/98654l.jpg'}",2012-04-13,2012-06-29,"Introverted classical pianist and top student Kaoru Nishimi has just arrived in Kyushu for his first year of high school. Having constantly moved from place to place since his childhood, he abandons all hope of fitting in, preparing himself for another lonely, meaningless year. That is, until he encounters the notorious delinquent Sentarou Kawabuchi.

Sentarou's immeasurable love for jazz music inspires Kaoru to learn more about the genre, and as a result, he slowly starts to break out of his shell, making his very first friend. Kaoru begins playing the piano at after-school jazz sessions, located in the basement of fellow student Ritsuko Mukae's family-owned record shop. As he discovers the immense joy of using his musical talents to bring enjoyment to himself and others, Kaoru's summer might just crescendo into one that he will remember forever.

Sakamichi no Apollon is a heartwarming story of friendship, music, and love that follows three unique individuals brought together by their mutual appreciation for jazz.

[Written by MAL Rewrite]",8.33,210,542,336313,150476,white,2011-12-26T10:23:02+00:00,2022-03-22T02:58:58+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 43, 'name': 'Josei'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",12,"{'year': 2012, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '00:45'}",manga,1375,pg_13,"Pre-airing event on April 7, 2012. The anime officially aired on April 13, 2012. 

The final episode received an early screening at a special event held at Odaiba Cinema Mediage on June 24, 2012. The regular TV broadcast was held on June 29, 2012.","[{'id': 200, 'name': 'Tezuka Productions'}, {'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '14075', 'completed': '181797', 'on_hold': '8886', 'dropped': '6116', 'plan_to_watch': '125627'}, 'num_list_users': 336501}",138
44940,World Trigger 3rd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1617/117474.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1617/117474l.jpg'}",2021-10-10,2022-01-23,"Third season of World Trigger.

",8.33,212,2058,73701,21212,white,2020-12-19T03:48:41+00:00,2022-03-22T08:25:32+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",14,"{'year': 2021, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '01:30'}",manga,1380,pg_13,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '11935', 'completed': '24975', 'on_hold': '895', 'dropped': '500', 'plan_to_watch': '35395'}, 'num_list_users': 73700}",139
4081,Natsume Yuujinchou,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1681/108439.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1681/108439l.jpg'}",2008-07-08,2008-09-30,"While most fifteen-year-old boys, in one way or another, harbor secrets that are related to girls, Takashi Natsume has a peculiar and terrifying secret involving youkai: for as long as he can remember, he has been constantly chased by these spirits. Natsume soon discovers that his deceased grandmother Reiko had passed on to him the Yuujinchou, or ""Book of Friends,"" which contains the names of the spirits whom she brought under her control. Now in Natsume's possession, the book gives Reiko's grandson this power as well, which is why these enraged beings now haunt him in hopes of somehow attaining their freedom.

Without parents and a loving home, and constantly being hunted by hostile, merciless youkai, Natsume is looking for solace—a place where he belongs. However, his only companion is a self-proclaimed bodyguard named Madara. Fondly referred to as Nyanko-sensei, Madara is a mysterious, pint-sized feline spirit who has his own reasons for sticking with the boy.

Based on the critically acclaimed manga by Yuki Midorikawa, Natsume Yuujinchou is an unconventional and supernatural slice-of-life series that follows Natsume as he, with his infamous protector Madara, endeavors to free the spirits bound by his grandmother's contract.

[Written by MAL Rewrite]",8.32,213,367,473611,160693,white,2008-03-09T17:30:18+00:00,2022-03-22T06:11:52+00:00,tv,finished_airing,"[{'id': 6, 'name': 'Demons'}, {'id': 8, 'name': 'Drama'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2008, 'season': 'summer'}","{'day_of_the_week': 'tuesday', 'start_time': '01:00'}",manga,1440,pg_13,"Natsume Yuujinchou was licensed for an English release as Natsume's Book of Friends by NIS America, Inc. It was released October 9, 2012 as a Season 1 and 2 DVD Premium Edition followed by a DVD Standard Edition release February 4, 2014. It is currently streaming on Crunchyroll.","[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '29001', 'completed': '202055', 'on_hold': '19653', 'dropped': '10853', 'plan_to_watch': '212485'}, 'num_list_users': 474047}",140
1210,NHK ni Youkoso!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/52675.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/52675l.jpg'}",2006-07-10,2006-12-18,"Twenty-two-year-old college dropout Tatsuhiro Satou has been a hikikomori for almost four years now. In his isolation, he has come to believe in many obscure conspiracy theories, but there is one in particular which he holds unshakable faith in: the theory that the evil conspirator behind his shut-in NEET (Not in Employment, Education or Training) status is the Nihon Hikikomori Kyokai (NHK)—an evil and secret organization dedicated to fostering the spread of hikikomori culture.

NHK ni Youkoso! is a psychological dramedy that follows Tatsuhiro as he strives to escape from the NHK's wicked machinations and the disease of self-wrought isolation, while struggling to even just leave his apartment and find a job. His unexpected encounter with the mysterious Misaki Nakahara might signal a reversal of fortune for Tatsuhiro, but with this meeting comes the inevitable cost of having to face his greatest fear—society.

[Written by MAL Rewrite]",8.32,215,242,633432,284450,white,2006-07-12T16:50:23+00:00,2022-03-22T12:46:25+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 22, 'name': 'Romance'}]",24,"{'year': 2006, 'season': 'summer'}",,novel,1440,r+,,"[{'id': 3, 'name': 'Gonzo'}]","{'status': {'watching': '34741', 'completed': '339743', 'on_hold': '26736', 'dropped': '17896', 'plan_to_watch': '215309'}, 'num_list_users': 634425}",141
31043,Boku dake ga Inai Machi,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/10/77957.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/10/77957l.jpg'}",2016-01-08,2016-03-25,"When tragedy is about to strike, Satoru Fujinuma finds himself sent back several minutes before the accident occurs. The detached, 29-year-old manga artist has taken advantage of this powerful yet mysterious phenomenon, which he calls ""Revival,"" to save many lives.
 
However, when he is wrongfully accused of murdering someone close to him, Satoru is sent back to the past once again, but this time to 1988, 18 years in the past. Soon, he realizes that the murder may be connected to the abduction and killing of one of his classmates, the solitary and mysterious Kayo Hinazuki, that took place when he was a child. This is his chance to make things right.
 
Boku dake ga Inai Machi follows Satoru in his mission to uncover what truly transpired 18 years ago and prevent the death of his classmate while protecting those he cares about in the present.

[Written by MAL Rewrite]",8.32,217,30,1772059,1148483,white,2015-06-18T16:56:19+00:00,2022-03-22T13:08:44+00:00,tv,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2016, 'season': 'winter'}","{'day_of_the_week': 'friday', 'start_time': '00:55'}",manga,1380,r,"Boku dake ga Inai Machi is based on Kei Sanbe's manga series of the same title. The anime adapts the full story of the manga, though it condenses and alters the events that take place in volumes 6 to 8.

The first two episodes were shown at an event on January 5, 2016, at Shinjuku Ward 9. A live-action movie adaptation was released in Japan on March 19, 2016 which also featured an alternate ending. A live-action Netflix TV series was released on December 15, 2017.","[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '62398', 'completed': '1414848', 'on_hold': '18980', 'dropped': '14307', 'plan_to_watch': '268333'}, 'num_list_users': 1778866}",142
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/72863.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/72863l.jpg'}",2015-04-05,2015-06-28,"In the midst of the Fifth Holy Grail War, Caster sets her plans into motion, beginning with the capture of Shirou's Servant Saber. With the witch growing ever more powerful, Rin and Archer determine she is a threat that must be dealt with at once. But as the balance of power in the war begins to shift, the Master and Servant find themselves walking separate ways.

Meanwhile, despite losing his Servant and stumbling from injuries, Shirou ignores Rin's warning to abandon the battle royale, forcing his way into the fight against Caster. Determined to show his resolve in his will to fight, Shirou's potential to become a protector of the people is put to the test.

Amidst the bloodshed and chaos, the motivations of each Master and Servant are slowly revealed as they sacrifice everything in order to arise as the victor and claim the Holy Grail.

[Written by MAL Rewrite]",8.32,219,181,748877,491299,white,2014-12-01T11:30:48+00:00,2022-03-22T10:32:15+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2015, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",visual_novel,1480,r,"Episodes 1, 2, and 3 were previewed at a screening at Shinjuku Wald 9 in Tokyo on March 28, 2015. Regular broadcasting began on April 5, 2015.","[{'id': 43, 'name': 'ufotable'}]","{'status': {'watching': '19852', 'completed': '629281', 'on_hold': '6129', 'dropped': '4138', 'plan_to_watch': '89479'}, 'num_list_users': 748879}",143
24415,Kuroko no Basket 3rd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/68299.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/68299l.jpg'}",2015-01-11,2015-06-30,"Following their triumph against Yousen High, Seirin's basketball team has reached the semifinals of the Winter Cup along with Kaijou, Rakuzan, and Shuutoku. Each of these teams possesses a member of the Generation of Miracles, and Seirin prepares to face the largest obstacles on their path to winning the Winter Cup.
 
In the final season of Kuroko no Basket, Kuroko goes head-to-head with his old teammates once more as he attempts to show them that individual skill is not the only way to play basketball. His firm belief that his form of basketball, team play, is the right way to play the sport will clash with the talents of a perfect copy and an absolute authority.

While Kuroko tries to prove that his basketball is ""right,"" he and the rest of Seirin High ultimately have one goal: to win the Winter Cup and overcome the strength of the Generation of Miracles, who have long dominated the scene of middle and high school basketball.

[Written by MAL Rewrite]",8.31,224,236,647910,393627,white,2014-05-28T07:12:25+00:00,2022-03-22T11:53:52+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",25,"{'year': 2015, 'season': 'winter'}","{'day_of_the_week': 'sunday', 'start_time': '01:58'}",manga,1450,pg_13,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '29950', 'completed': '529948', 'on_hold': '10595', 'dropped': '6356', 'plan_to_watch': '71191'}, 'num_list_users': 648040}",144
13125,Shinsekai yori,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/36775.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/36775l.jpg'}",2012-09-29,2013-03-23,"In the town of Kamisu 66, 12-year-old Saki Watanabe has just awakened to her psychic powers and is relieved to rejoin her friends—the mischievous Satoru Asahina, the shy Mamoru Itou, the cheerful Maria Akizuki, and Shun Aonuma, a mysterious boy whom Saki admires—at Sage Academy, a special school for psychics. However, unease looms as Saki begins to question the fate of those unable to awaken to their powers, and the children begin to get involved with secretive matters such as the rumored Tainted Cats said to abduct children.

Shinsekai yori tells the unique coming-of-age story of Saki and her friends as they journey to grow into their roles in the supposed utopia. Accepting these roles, however, might not come easy when faced with the dark and shocking truths of society, and the impending havoc born from the new world.

[Written by MAL Rewrite]",8.31,227,214,703896,243675,white,2012-02-26T22:03:22+00:00,2022-03-22T11:44:12+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}]",25,"{'year': 2012, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '00:30'}",novel,1360,r,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '48608', 'completed': '280950', 'on_hold': '33509', 'dropped': '30523', 'plan_to_watch': '310622'}, 'num_list_users': 704212}",145
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1033/118296.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1033/118296l.jpg'}",2021-07-06,2021-09-21,"The nation of Tempest is in a festive mood after successfully overcoming the surprise attack from the Falmuth Army and the Western Holy Church. Beyond the festivities lies a meeting between Tempest and its allies to decide the future of the Nation of Monsters. The aftermath of the Falmuth invasion, Milim Nava's suspicious behavior, and the disappearance of Demon Lord Carrion—the problems seem to keep on piling up.

Rimuru Tempest, now awakened as a ""True Demon Lord,"" decides to go on the offensive against Clayman. With the fully revived ""Storm Dragon"" Veldora, ""Ultimate Skill"" Raphael, and other powerful comrades, the ruler of the Tempest is confident in taking down his enemies one by one until he can face the man pulling the strings.

[Written by MAL Rewrite]",8.31,228,345,502559,259166,white,2020-03-21T01:52:06+00:00,2022-03-22T12:16:53+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}]",12,"{'year': 2021, 'season': 'summer'}","{'day_of_the_week': 'tuesday', 'start_time': '23:00'}",manga,1422,pg_13,,"[{'id': 441, 'name': '8bit'}]","{'status': {'watching': '64500', 'completed': '323235', 'on_hold': '4399', 'dropped': '2466', 'plan_to_watch': '110215'}, 'num_list_users': 504815}",146
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1346/119505.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1346/119505l.jpg'}",1996-01-10,1998-09-08,"In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai. Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at the peak of the Japanese Revolution. It has been ten peaceful years since then, but the very mention of Battousai still strikes terror into the hearts of war veterans.

Unbeknownst to them, Battousai has abandoned his bloodstained lifestyle in an effort to repent for his sins, now living as Kenshin Himura, a wandering swordsman with a cheerful attitude and a strong will. Vowing never to kill again, Kenshin dedicates himself to protecting the weak. One day, he stumbles across Kaoru Kamiya at her kendo dojo, which is being threatened by an impostor claiming to be Battousai. After receiving help from Kenshin, Kaoru allows him to stay at the dojo, and so the former assassin temporarily ceases his travels.

Rurouni Kenshin: Meiji Kenkaku Romantan tells the story of Kenshin as he strives to save those in need of saving. However, as enemies from both past and present begin to emerge, will the reformed killer be able to uphold his new ideals?

[Written by MAL Rewrite]",8.3,229,399,441586,198840,white,2005-11-11T05:55:24+00:00,2022-03-22T03:59:54+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",94,"{'year': 1996, 'season': 'winter'}","{'day_of_the_week': 'wednesday', 'start_time': '19:30'}",manga,1500,pg_13,,"[{'id': 36, 'name': 'Gallop'}, {'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '34063', 'completed': '240575', 'on_hold': '34091', 'dropped': '20711', 'plan_to_watch': '112770'}, 'num_list_users': 442210}",147
25835,Shirobako,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1918/93511.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1918/93511l.jpg'}",2014-10-09,2015-03-26,"It all started in Kaminoyama High School, when five best friends—Aoi Miyamori, Ema Yasuhara, Midori Imai, Shizuka Sakaki, and Misa Toudou—discovered their collective love for all things anime and formed the animation club. After making their first amateur anime together and showcasing it at the culture festival, the group vows to pursue careers in the industry, aiming to one day work together and create their own mainstream show.

Two and a half years later, Aoi and Ema have managed to land jobs at the illustrious Musashino Animation production company. The others, however, are finding it difficult to get their dream jobs. Shizuka is feeling the weight of not being recognized as a capable voice actor, Misa has a secure yet unsatisfying career designing 3D models for a car company, and Midori is a university student intent on pursuing her dream as a story writer. These five girls will learn that the path to success is one with many diversions, but dreams can still be achieved through perseverance and a touch of eccentric creativity.

[Written by MAL Rewrite]",8.3,230,439,402838,122894,white,2014-08-08T11:29:35+00:00,2022-03-22T13:00:34+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}]",24,"{'year': 2014, 'season': 'fall'}","{'day_of_the_week': 'thursday', 'start_time': '23:30'}",original,1482,pg_13,Shirobako won the Animation Kobe Television Award in 2015.,"[{'id': 132, 'name': 'P.A. Works'}]","{'status': {'watching': '29690', 'completed': '144831', 'on_hold': '21703', 'dropped': '14737', 'plan_to_watch': '191910'}, 'num_list_users': 402871}",148
57,Beck,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/11636.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/11636l.jpg'}",2004-10-07,2005-03-31,"Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band. 

After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group's struggles and successes as they spread their fame across Japan.

[Written by MAL Rewrite]",8.3,232,627,298193,122797,white,2005-11-11T06:08:14+00:00,2022-03-22T07:20:26+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",26,"{'year': 2004, 'season': 'fall'}","{'day_of_the_week': 'thursday', 'start_time': '01:30'}",manga,1500,r,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '13259', 'completed': '148019', 'on_hold': '11656', 'dropped': '9434', 'plan_to_watch': '116292'}, 'num_list_users': 298660}",149
30230,Diamond no Ace: Second Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/74398.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/74398l.jpg'}",2015-04-06,2016-03-28,"After the National Tournament, the Seidou High baseball team moves forward with uncertainty as the Fall season quickly approaches. In an attempt to build a stronger team centered around their new captain, fresh faces join the starting roster for the very first time. Previous losses weigh heavily on the minds of the veteran players as they continue their rigorous training, preparing for what will inevitably be their toughest season yet.
 
Rivals both new and old stand in their path as Seidou once again climbs their way toward the top, one game at a time. Needed now more than ever before, Furuya and Eijun must be determined to pitch with all their skill and strength in order to lead their team to victory. And this time, one of these young pitchers may finally claim that coveted title: ""The Ace of Seidou.""

[Written by MAL Rewrite]",8.3,234,1463,119513,63740,white,2015-03-02T06:03:11+00:00,2022-03-21T02:33:12+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",51,"{'year': 2015, 'season': 'spring'}","{'day_of_the_week': 'monday', 'start_time': '18:00'}",manga,1440,pg_13,,"[{'id': 10, 'name': 'Production I.G'}, {'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '9839', 'completed': '83200', 'on_hold': '4163', 'dropped': '2377', 'plan_to_watch': '20310'}, 'num_list_users': 119889}",150
38691,Dr. Stone,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1613/102576.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1613/102576l.jpg'}",2019-07-05,2019-12-13,"After five years of harboring unspoken feelings, high-schooler Taiju Ooki is finally ready to confess his love to Yuzuriha Ogawa. Just when Taiju begins his confession however, a blinding green light strikes the Earth and petrifies mankind around the world—turning every single human into stone.

Several millennia later, Taiju awakens to find the modern world completely nonexistent, as nature has flourished in the years humanity stood still. Among a stone world of statues, Taiju encounters one other living human: his science-loving friend Senkuu, who has been active for a few months. Taiju learns that Senkuu has developed a grand scheme—to launch the complete revival of civilization with science. Taiju's brawn and Senkuu's brains combine to forge a formidable partnership, and they soon uncover a method to revive those petrified.

However, Senkuu's master plan is threatened when his ideologies are challenged by those who awaken. All the while, the reason for mankind's petrification remains unknown.

[Written by MAL Rewrite]",8.3,235,60,1385927,801316,white,2018-11-15T03:14:50+00:00,2022-03-22T12:12:42+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",24,"{'year': 2019, 'season': 'summer'}","{'day_of_the_week': 'friday', 'start_time': '22:00'}",manga,1440,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '138707', 'completed': '971906', 'on_hold': '40802', 'dropped': '41705', 'plan_to_watch': '198171'}, 'num_list_users': 1391291}",151
10087,Fate/Zero,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1887/117644.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1887/117644l.jpg'}",2011-10-02,2011-12-25,"With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract.

Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu.

Based on the light novel written by Gen Urobuchi, Fate/Zero depicts the events of the Fourth Holy Grail War—10 years prior to Fate/stay night. Witness a battle royale in which no one is guaranteed to survive.

[Written by MAL Rewrite]",8.3,236,69,1325513,749051,white,2010-12-24T18:18:16+00:00,2022-03-22T11:15:42+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2011, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",light_novel,1680,r,"Fate/Zero was simulcasted around the world, with subtitles covering eight major languages. It is currently licensed by Aniplex of America for release in North America.","[{'id': 43, 'name': 'ufotable'}]","{'status': {'watching': '58925', 'completed': '940792', 'on_hold': '29626', 'dropped': '20401', 'plan_to_watch': '276963'}, 'num_list_users': 1326707}",152
31988,Hibike! Euphonium 2,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/10/81155.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/10/81155l.jpg'}",2016-10-06,2016-12-29,"Following their success in the qualifying round for the Kansai regional competition, the members of the Kitauji High School concert band set their sights on the next upcoming performance. Utilizing their summer break to the utmost, the band participates in a camp where they are instructed by their band advisor Noboru Taki and his friends who make their living as professional musicians.

Kumiko Oumae and her friends remain determined to attain gold at the Kansai competition, but trouble arises when a student who once quit the band shows interest in rejoining and sparks unpleasant memories for the second-year members. Kumiko also learns about her teacher's surprising past and the motivation behind his desire to lead the band to victory. Reaching nationals will require hard work, and the adamant conviction in each student's commitment to the band will be put to the test.

[Written by MAL Rewrite]",8.3,237,969,196244,99389,white,2015-10-31T12:22:22+00:00,2022-03-22T09:15:57+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}]",13,"{'year': 2016, 'season': 'fall'}","{'day_of_the_week': 'thursday', 'start_time': '00:00'}",novel,1420,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '9975', 'completed': '123227', 'on_hold': '5545', 'dropped': '3264', 'plan_to_watch': '54795'}, 'num_list_users': 196806}",153
