id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,special_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
3076,Bishoujo Senshi Sailor Moon SuperS Specials,1995-04-08,1995-04-08,"The first episode is a summary of SM, SM R and SM S, the second episode is about Haruka and Michiru on a cruise ship. They fight one of the SuperS enemies and decide to leave this villain to the classical Sailor Team. (That's an explanation why the outer Sailor Team doesn't appear in this season.) In episode 3 Chibiusa uncovers one of her classmates as a monster and fights her with the Sailor Team in a vampire castle. ",7.37,2119,4018,21380,8993,white,special,finished_airing,"[{'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",3,manga,960,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",188,,,1995.0,spring,320.0,15161.0,283.0,207.0,5425.0,21396.0,0.9771,0.0229
23703,Gatchaman Crowds: Embrace,2014-01-22,2014-01-22,Director's cut of episode 12 included with the BD/DVD box release. Contains about 15 minutes of new content. ,7.37,2125,4493,16493,7792,white,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 24, 'name': 'Sci-Fi'}]",1,unknown,1380,pg_13,"[{'id': 103, 'name': 'Tatsunoko Production'}]",189,,,2014.0,winter,301.0,11863.0,171.0,154.0,4005.0,16494.0,0.9803,0.0197
32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,2016-07-06,2016-07-06,Bundled with the limited edition of Blu-ray/DVD of Boruto: Naruto the Movie.,7.36,2141,1754,95888,54022,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,original,628,pg_13,"[{'id': 1, 'name': 'Studio Pierrot'}]",190,,,2016.0,summer,1327.0,82638.0,426.0,461.0,11421.0,96273.0,0.9908,0.0092
31326,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,2015-07-24,2016-01-27,"Specials included with the Blu-ray/DVD volumes.

 ""Rias and Akeno's Womanly Battle!?"" - Rias and Akeno compete to see whose sexy roleplay has greater appeal for Issei. (3:18)
""The Church Trio's Underwear, Amen!"" - Irina, Xenovia, and Asia compare their ""battle underwear"". (3:11)
""Koneko's Healing Sage Arts, Meow"" - Koneko has a healing technique, but does Issei have the wrong idea? (3:44)
""Levia and So"" - Tsubaki can't decide between two magical girl costumes and convinces a reluctant Sona to try one one. (3:29)
""Steamy Grayfia"" - Grayfia isn't quite herself when she and Issei accidentally encounter each other in the bath. (3:24)
""Rossweisse's True Teaching Story"" - When Rossweisse helps Issei study for a test, it proves difficult to avoid inappropriately distracting him. (3:07)",7.36,2145,1983,78996,41846,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}]",6,light_novel,180,r+,"[{'id': 120, 'name': 'TNK'}]",191,,,2015.0,summer,2567.0,64409.0,960.0,620.0,10753.0,79309.0,0.9801,0.0199
9023,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,2010-04-07,2010-06-02,"KHR: Mr. Rebokku no Ciao Ciao Interview is set of 3 DVD specials in which, Reborn, dressed as host interviews various characters selected by a wheel.

Episode #1
Features Reborn as Host, and Tsunayoshi, Gokudera and Xanxus as guests.

Episode #2
Features Reborn as Host, and Hibari, Belphegor and Dino as guests.

Episode #3
Features Reborn as Host, and, differently than before, four characters which are Byakuran, Mukuro, Squalo and Yamamoto.

[Written by Katekyo Hitman Reborn! FC] ",7.36,2151,4501,16440,7026,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}]",3,unknown,210,g,"[{'id': 8, 'name': 'Artland'}]",192,,,2010.0,spring,313.0,11351.0,205.0,204.0,4373.0,16446.0,0.9751,0.0249
1238,One Piece: Mamore! Saigo no Dai Butai,2003-12-14,2003-12-14,"For many years, Ex-Marine Lieutenant Randolph and his troupe have put on a play aboard his ship. Having lost his family to pirates, Randolph wishes to put on plays that will give courage to those who have also lost their loved ones to pirates. Unfortunately, Randolph must retire soon, and he is now giving his last performance. Luffy and his crew come to see the play, and somehow manage to take part in it themselves. But from Randolph's past comes a vengeful subordinate with a diabolical plan who has finally become commander in order to capture Randolph. Luffy and his nakama now must prove to the people that not all pirates are scum, and protect Randolph's final farewell performance from the bitter commander. (aired after Episode 174)

(Source: ANN)",7.36,2157,3606,27021,12618,white,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,manga,2757,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",193,,,2003.0,fall,406.0,20299.0,311.0,224.0,5817.0,27057.0,0.9802,0.0198
39705,One Punch Man 2nd Season Specials,2019-10-25,2020-03-27,Short anime specials included in the One Punch Man 2nd Season BD & DVD.,7.36,2159,1650,103837,43370,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",6,web_manga,720,r,"[{'id': 7, 'name': 'J.C.Staff'}]",194,,,2019.0,fall,6738.0,63851.0,2366.0,885.0,30449.0,104289.0,0.9688,0.0312
35338,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,2017-04-06,2017-04-06,"Episode 0 of Saenai Heroine no Sodatekata ♭ which premiered on Amazon Prime. 

The team has come to the pool of a luxury hotel to do research for a swimsuit event for their game. As always, Utaha and Eriri are fighting, Michiru is doing her own thing, and of course Megumi is being aloof. Episode zero is here to bring you the swimsuit episode fans have been waiting for!

(Source: Amazon)",7.36,2163,1615,106545,58541,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",1,light_novel,1369,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",195,,,2017.0,spring,2526.0,83360.0,790.0,505.0,19799.0,106980.0,0.9879,0.0121
13429,Sakasama no Patema: Beginning of the Day,2012-02-26,2012-08-25,"This is an online distribution of the prologue of the movie, illustrating the first day of the entire story.

A world, forever beyond your expectations.

In a dark, cramped, underground world of endless tunnels and shafts, people wear protective suits and live out their modest yet happy lives. The princess of the underground community, Patema, goes out exploring as always, inspired by her curiosity of the unknown depths of the world.

Her favorite spot is the ""danger zone,"" an area forbidden by the ""rule"" of the community. Despite being frequently chastised by her caretaker Jii, she cannot hold back her curiosity for the reason behind the rule, because no one would tell her what the ""danger"" was. When she approaches the hidden ""secret,"" the story begins.

(Source: translation of a synopsis from the nicovideo news)",7.36,2164,3609,26975,11149,white,special,finished_airing,"[{'id': 24, 'name': 'Sci-Fi'}]",4,unknown,360,pg_13,"[{'id': 84, 'name': 'Studio Rikka'}, {'id': 559, 'name': 'Purple Cow Studio Japan'}]",196,,,2012.0,winter,732.0,15627.0,443.0,278.0,9898.0,26978.0,0.9733,0.0267
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,2008-02-26,2008-02-26,"An uncut version of episode six, involving Kamina's hopes of seeing Yoko and The Black Siblings naked, even at the risk of his friends' safety. 

(Source: Wikipedia)",7.36,2169,2903,40519,18108,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",1,original,1460,pg_13,"[{'id': 6, 'name': 'Gainax'}]",197,,,2008.0,winter,747.0,27579.0,665.0,288.0,11254.0,40533.0,0.9765,0.0235
5332,Toshokan Sensou: Koi no Shougai,2008-10-01,2008-10-01,"An unaired episode included in the Toshokan Sensou DVD volume 3, and later on Blue-ray Box (June 8, 2012) that celebrates the airing of Toshokan Sensou Movie.

Komaki was arrested for the violation of human rights of his girl friend Marie, who had difficulty in hearing. He was kept in custody and tortured by the Media Improvement Forces. The members of the Task Forces made a desperate effort to rescue him.",7.36,2170,5580,9492,5279,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}]",1,novel,1478,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",198,,,2008.0,fall,117.0,7191.0,105.0,93.0,1987.0,9493.0,0.9791,0.0209
6896,Pandora Hearts Omake,2009-07-24,2010-03-25,Pandora Hearts DVD shorts.  Episode list,7.35,2180,2777,43500,20384,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}]",9,manga,256,pg_13,"[{'id': 27, 'name': 'Xebec'}]",199,,,2009.0,summer,1397.0,30051.0,972.0,684.0,10412.0,43516.0,0.9619,0.0381
5244,Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,2006-05-07,2006-05-07,"Short episode entitled ""A Miracle Of Us Being Able To Meet Again"", which can be also considered as ""Aria the Natural"" episode 0.",7.35,2200,4625,15239,6717,white,special,finished_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",1,unknown,332,g,"[{'id': 34, 'name': 'Hal Film Maker'}]",200,,,2006.0,spring,218.0,10045.0,234.0,145.0,4594.0,15236.0,0.9751,0.0249
10479,Beelzebub Specials,2011-06-29,2012-09-26,Beelzebub specials included in the BD/DVD releases.,7.35,2202,3997,21531,6106,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",16,original,170,pg_13,"[{'id': 1, 'name': 'Studio Pierrot'}, {'id': 1129, 'name': 'Pierrot Plus'}]",201,,,2011.0,spring,764.0,11470.0,508.0,380.0,8413.0,21535.0,0.9588,0.0412
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,2010-07-24,2010-07-24,Kaichou wa Maid-sama! special that was included on a DVD released with the LaLa magazine. Features character introductions and voice swapping comedy.,7.35,2216,1846,87992,43805,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",1,manga,736,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",202,,,2010.0,summer,1255.0,69767.0,654.0,408.0,15965.0,88049.0,0.9879,0.0121
15927,Carnival Phantasm: HibiChika Special,2012-07-07,2012-07-07,A new episode of Carnival Phantasm released on the Type-moon Fes - 10th Anniversary Event - Blu-ray.,7.34,2222,3354,30945,17313,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,1560,pg_13,"[{'id': 456, 'name': 'Lerche'}]",203,,,2012.0,summer,468.0,24484.0,280.0,160.0,5571.0,30963.0,0.9858,0.0142
22839,Cross Road,2014-02-25,2014-02-25,"As college entrance examinations draw near, two students living completely different lives decide to enroll in Z-Kai, a correspondence education service. Balancing their studies with their daily lives, the two diligently work towards their goal, unaware of how much they share in common. Will their hard work pay off and bring about the success they desire?

[Written by MAL Rewrite]",7.34,2226,2174,68247,33892,white,special,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",1,original,120,g,"[{'id': 291, 'name': 'CoMix Wave Films'}]",204,,,2014.0,winter,1522.0,47275.0,399.0,219.0,18844.0,68259.0,0.9909,0.0091
33106,Love Live! μ's Final Love Live! Opening Animation,2016-03-31,2016-03-31,"An anime special shown prior to the μ's Final Love Live Live concert that took place in the Tokyo Dome on March 31st and April 1st 2016. In the episode, the members of μ's visit the school's new baby alpaca, and muse about their current selves.",7.34,2239,6431,6668,2033,white,special,finished_airing,"[{'id': 19, 'name': 'Music'}]",1,original,327,g,"[{'id': 14, 'name': 'Sunrise'}]",205,,,2016.0,winter,210.0,3527.0,105.0,114.0,2730.0,6686.0,0.9672,0.0328
2680,One Piece: Straw Hat Theater,2006-10-01,2006-10-29,"Straw Hat Theater is made up of five shorts that aired alongside One Piece episodes 279 through 283 in October 2006. They are based on Oda Eiichiro's side comics that were drawn when he was given three sheets of blank paper by his editor and told to draw anything.

The first short is about Chopper Man infiltrating the lair of the evil Dr. Usodabada. The second short is a news report on what food was like for the Straw Hats before Sanji joined the crew. The third short investigates the hypothetical situation of ""if the Straw Hat Pirates were Obahan, who would be the strongest?"" The fourth short is about the bosses of the Luffione, Zorocia, and Sanjino families fighting for control. In the fifth short, all of the Straw Hats are carefree monsters.",7.34,2244,3623,26711,13983,white,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",5,manga,180,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",206,,,2006.0,fall,363.0,21441.0,283.0,286.0,4364.0,26737.0,0.9787,0.0213
30714,Owaranai Seraph,2015-06-24,2015-09-26,Specials included in the Blu-ray and DVD releases.,7.34,2247,1962,80841,34366,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Police'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",9,manga,130,pg_13,"[{'id': 858, 'name': 'Wit Studio'}]",207,,,2015.0,spring,2820.0,55779.0,1236.0,948.0,20387.0,81170.0,0.9731,0.0269
37596,Poputepipikku TV Special,2019-04-01,2019-04-01,"Episode 13 and 14 of Poputepipikku. The special has four versions shown on four different broadcasters: Tokyo MX (Blue Dragon ver.), Nico Nico Douga (Vermilion Bird ver.), Abema TV Anilive (White Tiger ver.) and Abema TV Pop Team Epic Channel (Black Tortoise ver.). Each version has a unique combination of seiyuus.

(Source: AniDB)",7.34,2250,3962,22052,7675,white,special,finished_airing,"[{'id': 5, 'name': 'Avant Garde'}, {'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}]",2,4_koma_manga,705,pg_13,[],208,,,2019.0,spring,314.0,10825.0,155.0,170.0,10624.0,22088.0,0.9853,0.0147
4715,Shigofumi: Sore kara,2008-09-26,2008-09-26,The 13th episode of Shigofumi.,7.34,2255,4513,16278,9257,white,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",1,original,1406,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",209,,,2008.0,summer,163.0,12828.0,120.0,78.0,3092.0,16281.0,0.9878,0.0122
31918,Owaranai Seraph: Nagoya-hen,2015-12-25,2016-03-30,Specials included in the Blu-ray and DVD releases.,7.33,2269,2650,48249,18444,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 27, 'name': 'Shounen'}]",4,manga,275,pg_13,"[{'id': 858, 'name': 'Wit Studio'}]",210,,,2015.0,fall,1986.0,30786.0,1295.0,545.0,13811.0,48423.0,0.962,0.038
12067,Rurouni Kenshin Special,1998-12-02,1998-12-02,A VHS only special episode. Also known as Episode 95.,7.33,2273,4321,18112,8205,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",1,manga,1500,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",211,,,1998.0,fall,380.0,12858.0,229.0,137.0,4516.0,18120.0,0.9798,0.0202
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,2013-02-15,2013-02-15,This special is showing a day of Eclair's life as a prologue to the movie Houou no Miko.,7.33,2294,1938,82561,42152,white,special,finished_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,manga,730,pg_13,"[{'id': 41, 'name': 'Satelight'}, {'id': 56, 'name': 'A-1 Pictures'}]",212,,,2013.0,winter,1158.0,67042.0,590.0,410.0,13383.0,82583.0,0.9879,0.0121
10804,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",2011-07-29,2011-07-29,"According to the official website, episode 4.5 of of Ikoku Meiro no Croisée will be included in the third volume of the Blu-ray & DVD. The episode streamed for a limited time on ShowTime, the official online streaming site for Ikoku Meiro no Croisée.",7.33,2301,5983,8046,4230,white,special,finished_airing,"[{'id': 13, 'name': 'Historical'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",1,manga,1403,g,"[{'id': 41, 'name': 'Satelight'}]",213,,,2011.0,summer,118.0,6003.0,84.0,70.0,1774.0,8049.0,0.9809,0.0191
191,Love Hina Christmas Special: Silent Eve,2000-12-25,2000-12-25,"As another round of preliminary tests approach for Keitaro, so does Christmas. And as the first Christmas of the millenium, there is a rumor that if one confesses his love on this special eve it will come true. Keitaro has decided what he needs to do on this Christmas eve, but being a retaker can he afford taking attention away from the tests on the same day...

The Winter has begun in Hinata. X-mas is coming up. There are rumors about this special christmas eve: If someone is going to confess his love on this christmas eve, any wish will come true. Keitaro decides to confess his love to Naru. But he isn't the only one confessing on this christmas eve...

(Source: ANN)",7.33,2304,2466,55517,34503,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}]",1,manga,2760,pg_13,"[{'id': 27, 'name': 'Xebec'}]",214,,,2000.0,fall,398.0,49581.0,330.0,195.0,5038.0,55542.0,0.9905,0.0095
50094,Lupin III: Part 6 - Jidai,2021-10-10,2021-10-10,Episode 0 of Lupin III: Part 6 series.,7.33,2306,7839,4072,1882,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",1,manga,1370,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",215,,,2021.0,fall,150.0,2617.0,44.0,37.0,1240.0,4088.0,0.9802,0.0198
1439,Lupin III: Walther P38,1997-08-01,1997-08-01,"Zenigata arrives at the birthday party of an important politician to investigate a fake Lupin calling card. Lupin shows up as well. Suddenly, masked assassins break in and begin to shoot everything that moves. Zenigata goes after Lupin amidst all the gunfire and corners him in the courtyard of the house. Suddenly, a hand holding a Walther P-38 pops out of a window and shoots Zenigata in the chest. Lupin recognizes the Walther as his own and decides to investigate. The assassins that attacked the party are from a hidden island called the Island of Assassins. The island is kept secret by the help of top government officials from around the world who use the assassins on the island for their own personal gains. There are lots of hidden secrets on the island, however, and Lupin, Goemon, Jigen, and Fujiko find themselves involved in a plot that tears the residents of the island in half. The movie also delves into Lupin's past in his pre-Jigen days. 

(Source: ANN)",7.33,2307,6208,7361,3140,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",1,unknown,5529,pg_13,"[{'id': 65, 'name': 'Tokyo Movie Shinsha'}]",216,,,1997.0,summer,138.0,4454.0,114.0,104.0,2565.0,7375.0,0.9704,0.0296
3468,Maria-sama ga Miteru Specials,2004-04-04,2004-10-23,A series of specials included on the Maria-sama ga Miteru DVD releases.,7.33,2308,5748,8862,4260,white,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 26, 'name': 'Girls Love'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}]",7,light_novel,90,pg,"[{'id': 37, 'name': 'Studio Deen'}]",217,,,2004.0,spring,166.0,6321.0,127.0,129.0,2124.0,8867.0,0.9711,0.0289
10536,Kimi ni Todoke 2nd Season: Minitodo Gekijou,2011-04-20,2011-09-21,"DVD and BD-Box original animation shorts. 

Episodes 1 and 2 (DVD and BD) are short fairy tales of Cinderella and Snow White from Kurumi's telling, respectively.

Episode 3 (BD only) is a stage performance of Romeo and Juliet by Kazehaya and Sawako with Chizuru, Ayane, Ryuu in the backstage and Miura as the announcer. ",7.32,2329,2775,43574,17545,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",3,manga,300,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",218,,,2011.0,spring,1126.0,28412.0,846.0,376.0,12838.0,43598.0,0.972,0.028
1424,Lupin III: Otakara Henkyaku Daisakusen!!,2003-08-01,2003-08-01,"After robbing a Moscow casino right under Zenigata's nose, Lupin sets his sights on stealing the Trick Diamond. He and Jigen head to the estate of the recently deceased Mark Williams, another master thief who's had the diamond, as well as other treasures, in his possession for years. However, instead of finding the diamond, Lupin & Jigen find Fujiko, who tells them about Mark's dying wish - Lupin must return all the treasures the old thief stole to their rightful place. If this is done in time, the location of the diamond will be revealed, and Lupin can use it to get the real treasure, hidden in Gaudí's Sagrada Familia. Returning the stolen goods isn't easy though, as Zenigata and the casino boss' ruthless gang are on Lupin and friends' tail. 

(Source: ANN)",7.32,2332,6686,6068,2315,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",1,manga,5420,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",219,,,2003.0,summer,115.0,3486.0,100.0,96.0,2283.0,6080.0,0.9678,0.0322
36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,2018-03-18,2018-03-18,A summary episode of Mob Psycho 100 which features commentary from Reigen Arataka.,7.31,2362,2018,76923,35609,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",1,web_manga,3600,pg_13,"[{'id': 4, 'name': 'Bones'}]",220,,,2018.0,winter,1141.0,53447.0,528.0,609.0,21559.0,77284.0,0.9853,0.0147
656,Air in Summer,2005-08-28,2005-09-04,"An extension of the summer-arc in the Air TV-series, showing more of what happened during Kanna's, Ryuya's and Uraha's journey to find Kanna's mother.",7.31,2382,2981,38814,22997,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}, {'id': 37, 'name': 'Supernatural'}]",2,visual_novel,1440,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",221,,,2005.0,summer,409.0,30977.0,420.0,285.0,6746.0,38837.0,0.9818,0.0182
35262,Boku no Hero Academia 2nd Season: Hero Note,2017-03-25,2017-03-25,Recap of Boku no Hero Academia that aired a week before the second season.,7.31,2385,1135,166155,82027,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 31, 'name': 'Super Power'}]",1,manga,1430,pg_13,"[{'id': 4, 'name': 'Bones'}]",222,,,2017.0,winter,3908.0,136169.0,1073.0,1616.0,23943.0,166709.0,0.9839,0.0161
408,Final Fantasy VII: Last Order,2005-09-14,2005-09-14,"With reports of monsters terrorizing the reactor at Mount Nibel, the Shinra Electric Power Company dispatches their elite fighting force SOLDIER to investigate. Accompanied by fellow SOLDIER First Class Zack Fair and a small contingent of company guards, the war hero Sephiroth is to assess the condition of the Mako reactor at the behest of the company. In Nibelheim, the village that the reactor powers, Sephiroth discovers the source of the monsters and the origins of Shinra's legendary Jenova Project.

Running through the woods months later, Zack is no longer the hero he once dreamt of becoming. He flees from the General Affairs Department of the Shinra Electric Power Company, better known as the Turks, who desperately seek to bury the evidence living within the two.

[Written by MAL Rewrite]",7.31,2388,2280,63062,37614,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}]",1,game,1500,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",223,,,2005.0,summer,586.0,52136.0,318.0,200.0,9857.0,63097.0,0.9918,0.0082
2954,Maria-sama ga Miteru 3rd Specials,2006-12-29,2007-07-25,"A series of chibi-style ""outtakes"" from the ""shooting"" of the Mariamite series.",7.31,2401,6395,6792,3265,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}]",5,light_novel,90,pg,"[{'id': 37, 'name': 'Studio Deen'}]",224,,,2006.0,fall,91.0,4841.0,120.0,110.0,1631.0,6793.0,0.9661,0.0339
6948,Bakemonogatari Recap,2009-08-07,2009-08-07,A recap of episodes 1-5 of Bakemonogatari. ,7.3,2404,2637,48841,22156,white,special,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 37, 'name': 'Supernatural'}]",1,light_novel,1470,r,"[{'id': 44, 'name': 'Shaft'}]",225,,,2009.0,summer,785.0,36077.0,491.0,575.0,10928.0,48856.0,0.9782,0.0218
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,1995-12-23,1995-12-23,"Quiet bookworm of the Sailor Senshi Ami takes pride in her studies, but a rival naming himself ""Mercurius"" is suddenly outscoring her on the national exams. Combine this with a sudden love letter and a youma feeding on Ami's stress over the whole situation, and Sailor Mercury finds herself in a huge pinch. 

(Source: ANN)",7.3,2405,3846,23426,11204,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",1,manga,957,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",226,,,1995.0,fall,245.0,17841.0,218.0,178.0,4966.0,23448.0,0.9831,0.0169
24469,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,2014-09-30,2014-10-01,"The two part finale of Buddy Complex television series deals with the final battle between the Free Treaty Alliance and the space division of Zogiria, lead by an elderly Bizon, as Earth and time itself hang in the balance.",7.3,2408,3796,24238,14641,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",2,original,1560,pg_13,"[{'id': 14, 'name': 'Sunrise'}]",227,,,2014.0,summer,433.0,20294.0,184.0,143.0,3188.0,24242.0,0.9865,0.0135
10638,Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,2012-02-08,2012-02-08,Episode 13 of Denpa Onna to Seishun Otoko released on Blu-ray & DVD.,7.3,2410,2423,57146,31194,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}]",1,light_novel,1759,pg_13,"[{'id': 44, 'name': 'Shaft'}]",228,,,2012.0,winter,850.0,44335.0,439.0,207.0,11331.0,57162.0,0.9887,0.0113
