id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,favorite_ranking
6880,Deadman Wonderland,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/75299.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/75299l.jpg'}",2011-04-17,2011-07-03,"It looked like it would be a normal day for Ganta Igarashi and his classmates—they were preparing to go on a class field trip to a certain prison amusement park called Deadman Wonderland, where the convicts perform dangerous acts for the onlookers' amusement. However, Ganta's life is quickly turned upside down when his whole class gets massacred by a mysterious man in red. Framed for the incident and sentenced to death, Ganta is sent to the very jail he was supposed to visit. 

But Ganta's nightmare is only just beginning. 

The young protagonist is thrown into a world of sadistic inmates and enigmatic powers, to live in constant fear of the lethal collar placed around his neck that is slowed only by winning in the prison's deathly games. Ganta must bet his life to survive in a ruthless place where it isn't always easy to tell friend from foe, all while trying to find the mysterious ""Red Man"" and clear his name, in Deadman Wonderland.

[Written by MAL Rewrite]",7.17,3064.0,92,1104500,610401,white,2009-07-27T01:15:21+00:00,2022-03-22T12:11:10+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 14, 'name': 'Horror'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2011, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '01:00'}",manga,1467,r,"Deadman Wonderland adapts the first 5 volumes of Kazuma Kondou's and Jinsei Kataoka's manga series of the same name. Some characters from the manga were not featured in the anime, notably the then minor character Azami Midou and the gay crossdressing character Masaru Sukegawa.","[{'id': 32, 'name': 'Manglobe'}]","{'status': {'watching': '40994', 'completed': '792732', 'on_hold': '27152', 'dropped': '36024', 'plan_to_watch': '208542'}, 'num_list_users': 1105444}",290
44074,Shiguang Dailiren,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1135/114867.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1135/114867l.jpg'}",2021-04-30,2021-07-09,"It is said that a picture is worth a thousand words. In this case, it holds an infinite amount of secrets. These are secrets that only Cheng Xiaoshi and Lu Guang are able to find. In a small shop called ""Time Photo Studio,"" the two friends provide a special service: using their extraordinary powers that let them enter photographs, they jump into pictures brought to them by clients in order to grant their wishes. Through the eyes of the photographer, they live through the events surrounding the picture and try to decipher how to solve their client's request.

But every time they jump into a picture, they take a great risk. One wrong move and they could alter the future of the person who took the picture... and possibly countless other events too. So when the events they are forced to live through in these pictures start to become personal, it will take the utmost strength to push their feelings aside and focus on accomplishing the task they were paid to do.

[Written by MAL Rewrite]",8.81,29.0,1002,187865,56084,white,2020-11-21T15:26:51+00:00,2022-03-22T13:40:33+00:00,ona,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 37, 'name': 'Supernatural'}]",11,"{'year': 2021, 'season': 'spring'}",,original,1438,pg_13,,"[{'id': 1774, 'name': 'Studio LAN'}]","{'status': {'watching': '22777', 'completed': '62729', 'on_hold': '4619', 'dropped': '2273', 'plan_to_watch': '96744'}, 'num_list_users': 189142}",291
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1896/119844.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1896/119844l.jpg'}",2021-12-01,,"In Florida, 2011, Jolyne Kuujou sits in a jail cell like her father Joutarou once did; yet this situation is not of her own choice. Framed for a crime she didn’t commit, and manipulated into serving a longer sentence, Jolyne is ready to resign to a dire fate as a prisoner of Green Dolphin Street Jail. Though all hope seems lost, a gift from Joutarou ends up awakening her latent abilities, manifesting into her Stand, Stone Free. Now armed with the power to change her fate, Jolyne sets out to find an escape from the stone ocean that holds her.

However, she soon discovers that her incarceration is merely a small part of a grand plot: one that not only takes aim at her family, but has additional far-reaching consequences. What's more, the mastermind is lurking within the very same prison, and is under the protection of a lineup of menacing Stand users. Finding unlikely allies to help her cause, Jolyne sets course to stop their plot, clear her name, and take back her life.

[Written by MAL Rewrite]",8.54,97.0,606,304935,94173,white,2021-04-04T10:36:45+00:00,2022-03-22T12:04:09+00:00,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}]",0,"{'year': 2021, 'season': 'fall'}",,manga,1469,r,,"[{'id': 287, 'name': 'David Production'}]","{'status': {'watching': '167062', 'completed': '42', 'on_hold': '22094', 'dropped': '1019', 'plan_to_watch': '114742'}, 'num_list_users': 304959}",292
486,Kino no Tabi: The Beautiful World,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1763/95397.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1763/95397l.jpg'}",2003-04-08,2003-07-08,"Kino, a 15-year-old traveler, forms a bond with Hermes, a talking motorcycle. Together, they wander the lands and venture through various countries and places, despite having no clear idea of what to expect. After all, life is a journey filled with the unknown. 

Throughout their journeys, they encounter different kinds of customs, from the morally gray to tragic and fascinating. They also meet many people: some who live to work, some who live to make others happy, and some who live to chase their dreams. Thus, in every country they visit, there is always something to learn from the way people carry out their lives. 

It is not up to Kino or Hermes to decide whether these asserted values are wrong or right, as they merely assume the roles of observers within this small world. They do not attempt to change or influence the places they visit, despite how absurd these values would appear. That's because in one way or another, they believe things are fine as they are, and that ""the world is not beautiful; therefore, it is.""

[Written by MAL Rewrite]",8.3,239.0,713,267274,81729,white,2006-01-03T17:18:46+00:00,2022-03-22T12:48:12+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 40, 'name': 'Psychological'}, {'id': 36, 'name': 'Slice of Life'}]",13,"{'year': 2003, 'season': 'spring'}","{'day_of_the_week': 'tuesday', 'start_time': '18:30'}",light_novel,1460,r,,"[{'id': 179, 'name': 'A.C.G.T.'}]","{'status': {'watching': '14736', 'completed': '98635', 'on_hold': '9831', 'dropped': '5823', 'plan_to_watch': '138624'}, 'num_list_users': 267649}",293
37987,Violet Evergarden Movie,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1825/110716.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1825/110716l.jpg'}",2020-09-18,2020-09-18,"Several years have passed since the end of The Great War. As the radio tower in Leidenschaftlich continues to be built, telephones will soon become more relevant, leading to a decline in demand for ""Auto Memory Dolls."" Even so, Violet Evergarden continues to rise in fame after her constant success with writing letters. However, sometimes the one thing you long for is the one thing that does not appear.

Violet Evergarden Movie follows Violet as she continues to comprehend the concept of emotion and the meaning of love. At the same time, she pursues a glimmer of hope that the man who once told her, ""I love you,"" may still be alive even after the many years that have passed.

[Written by MAL Rewrite]",8.96,15.0,437,404739,150030,white,2018-07-21T02:48:46+00:00,2022-03-22T13:26:17+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 36, 'name': 'Slice of Life'}]",1,"{'year': 2020, 'season': 'summer'}",,light_novel,8400,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '11060', 'completed': '191285', 'on_hold': '3538', 'dropped': '875', 'plan_to_watch': '201678'}, 'num_list_users': 408436}",294
25835,Shirobako,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1918/93511.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1918/93511l.jpg'}",2014-10-09,2015-03-26,"It all started in Kaminoyama High School, when five best friends—Aoi Miyamori, Ema Yasuhara, Midori Imai, Shizuka Sakaki, and Misa Toudou—discovered their collective love for all things anime and formed the animation club. After making their first amateur anime together and showcasing it at the culture festival, the group vows to pursue careers in the industry, aiming to one day work together and create their own mainstream show.

Two and a half years later, Aoi and Ema have managed to land jobs at the illustrious Musashino Animation production company. The others, however, are finding it difficult to get their dream jobs. Shizuka is feeling the weight of not being recognized as a capable voice actor, Misa has a secure yet unsatisfying career designing 3D models for a car company, and Midori is a university student intent on pursuing her dream as a story writer. These five girls will learn that the path to success is one with many diversions, but dreams can still be achieved through perseverance and a touch of eccentric creativity.

[Written by MAL Rewrite]",8.3,230.0,439,402838,122894,white,2014-08-08T11:29:35+00:00,2022-03-22T13:00:34+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}]",24,"{'year': 2014, 'season': 'fall'}","{'day_of_the_week': 'thursday', 'start_time': '23:30'}",original,1482,pg_13,Shirobako won the Animation Kobe Television Award in 2015.,"[{'id': 132, 'name': 'P.A. Works'}]","{'status': {'watching': '29690', 'completed': '144831', 'on_hold': '21703', 'dropped': '14737', 'plan_to_watch': '191910'}, 'num_list_users': 402871}",295
32729,Orange,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/80110.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/80110l.jpg'}",2016-07-04,2016-09-26,"Naho Takamiya's first day of her sophomore year of high school is off to an uneasy start. After waking up late, she receives a strange letter addressed to her. However, the letter is from herself—10 years in the future! At first, Naho is skeptical of the note; yet, after witnessing several events described to take place, she realizes the letter really is from her 26-year-old self.

The note details that Naho's future life is filled with regrets, and she hopes that her younger self can correct the mistakes that were made in the past. The letter also warns her to keep a close eye on the new transfer student, Kakeru Naruse. Naho must be especially careful in making decisions involving him, as Kakeru is not around in the future. With the letter as her guide, Naho now has the power to protect Kakeru before she comes to regret it once more.

[Written by MAL Rewrite]",7.62,1278.0,213,704855,329830,white,2016-02-16T15:28:30+00:00,2022-03-22T13:46:46+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 25, 'name': 'Shoujo'}]",13,"{'year': 2016, 'season': 'summer'}","{'day_of_the_week': 'monday', 'start_time': '00:00'}",manga,1480,pg_13,,"[{'id': 94, 'name': 'Telecom Animation Film'}]","{'status': {'watching': '41082', 'completed': '420702', 'on_hold': '20400', 'dropped': '26444', 'plan_to_watch': '198913'}, 'num_list_users': 707541}",296
170,Slam Dunk,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/86890.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/86890l.jpg'}",1993-10-16,1996-03-23,"Hanamichi Sakuragi, infamous for his temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend.""

One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking ways and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative. She then leads him to the gymnasium, where she asks him if he can do a slam dunk. In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard. When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for.

[Written by MAL Rewrite]",8.53,101.0,771,247937,106918,white,2005-11-12T05:43:07+00:00,2022-03-22T11:28:29+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",101,"{'year': 1993, 'season': 'fall'}",,manga,1380,pg_13,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '19788', 'completed': '130171', 'on_hold': '14826', 'dropped': '9299', 'plan_to_watch': '74397'}, 'num_list_users': 248481}",297
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/89556.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/89556l.jpg'}",2018-02-24,2018-02-24,"Maquia is a member of a special race called the Iorph—mystical beings who can live for hundreds of years and remain separate from the lives and daily troubles of mankind. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.

One day however, the outside world finds her, as the power-hungry kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality of the Iorph to his bloodline.

The humans and their Renato ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato that has gone berserk. It soon dies, and she is left deserted in a forest far from home, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her, or how to live with the smoldering loneliness inside, she is determined to make it all work somehow.

[Written by MAL Rewrite]",8.42,149.0,526,342457,148350,white,2017-07-06T00:28:01+00:00,2022-03-22T13:40:53+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}]",1,"{'year': 2018, 'season': 'winter'}",,original,6900,pg_13,"Sayonara no Asa ni Yakusoku no Hana wo Kazarou, abbreviated as SayoAsa, is the directorial debut of screenwriter Mari Okada. Outside of Japan, the film made its international premiere at the 2018 Glasgow Film Festival. It went on to receive the Golden Goblet Award for Best Animation Film at the 21st Shanghai International Film Festival, and was named Best Feature Length Film in the Fantastic Discovery section at the 51st Sitges Film Festival. The film has earned more than 350 million yen in domestic box office revenues.","[{'id': 132, 'name': 'P.A. Works'}]","{'status': {'watching': '11504', 'completed': '179564', 'on_hold': '3354', 'dropped': '1185', 'plan_to_watch': '148524'}, 'num_list_users': 344131}",298
32867,Bungou Stray Dogs 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/88585.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/88585l.jpg'}",2016-10-06,2016-12-16,"Despite their differences in position, three men—the youngest senior executive of the Port Mafia, Osamu Dazai; the lowest ranking member, Sakunosuke Oda; and the intelligence agent, Angou Sakaguchi—gather at the Lupin Bar at the end of the day to relax and take delight in the company of friends.

However, one night, Ango disappears. A photograph taken at the bar is all that is left of the three together.

Fast forward to the present, and Dazai is now a member of the Armed Detective Agency. The Guild, an American gifted organization, has entered the fray and is intent on taking the Agency's work permit. They must now divide their attention between the two groups, the Guild and the Port Mafia, who oppose their very existence.   

[Written by MAL Rewrite]",8.2,320.0,226,677121,383659,white,2016-03-01T14:43:24+00:00,2022-03-22T06:17:39+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2016, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '22:30'}",manga,1420,r,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '34739', 'completed': '511157', 'on_hold': '14578', 'dropped': '7761', 'plan_to_watch': '112181'}, 'num_list_users': 680416}",299
37349,Goblin Slayer,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1719/95621.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1719/95621l.jpg'}",2018-10-07,2018-12-30,"Goblins are known for their ferocity, cunning, and rapid reproduction, but their reputation as the lowliest of monsters causes their threat to be overlooked. Raiding rural civilizations to kidnap females of other species for breeding, these vile creatures are free to continue their onslaught as adventurers turn a blind eye in favor of more rewarding assignments with larger bounties.

To commemorate her first day as a Porcelain-ranked adventurer, the 15-year-old Priestess joins a band of young, enthusiastic rookies to investigate a tribe of goblins responsible for the disappearance of several village women. Unprepared and inexperienced, the group soon faces its inevitable demise from an ambush while exploring a cave. With no one else left standing, the terrified Priestess accepts her fate—until the Goblin Slayer unexpectedly appears to not only rescue her with little effort, but destroy the entire goblin nest. 

As a holder of the prestigious Silver rank, the Goblin Slayer allows her to accompany him as he assists the Adventurer's Guild in all goblin-related matters. Together with the Priestess, High Elf, Dwarf, and Lizard-man, the armored warrior will not rest until every single goblin in the frontier lands has been eradicated for good.

[Written by MAL Rewrite]",7.42,1904.0,129,913069,528402,white,2018-02-18T07:33:50+00:00,2022-03-22T08:15:14+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",12,"{'year': 2018, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '00:30'}",light_novel,1420,r,"Based on the light novel series written by Kumo Kagyu, published by SoftBank Creative since February 15, 2016. The series has been adapted to a manga written by Kosuke Kurose, published by Square Enix since May 25, 2016. Both the light novels and manga have been published in English by Yen Press.","[{'id': 314, 'name': 'White Fox'}]","{'status': {'watching': '63062', 'completed': '661805', 'on_hold': '21407', 'dropped': '48069', 'plan_to_watch': '121931'}, 'num_list_users': 916274}",300
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1899/94562.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1899/94562l.jpg'}",1999-02-20,1999-09-22,"When mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives. Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him. This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman. The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute.

Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin. The young man's heart is divided between justice and corruption, while the fate of a nation rests on his actions.

[Written by MAL Rewrite]",8.71,46.0,757,253234,125685,white,2005-11-11T05:54:34+00:00,2022-03-22T04:43:58+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",4,"{'year': 1999, 'season': 'winter'}",,manga,1800,r,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '7475', 'completed': '164006', 'on_hold': '3446', 'dropped': '2047', 'plan_to_watch': '76553'}, 'num_list_users': 253527}",301
10162,Usagi Drop,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/2/29665.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/2/29665l.jpg'}",2011-07-08,2011-09-16,"Daikichi Kawachi is a 30-year-old bachelor working a respectable job but otherwise wandering aimlessly through life. When his grandfather suddenly passes away, he returns to the family home to pay his respects. Upon arriving at the house, he meets a mysterious young girl named Rin who, to Daikichi’s astonishment, is his grandfather's illegitimate daughter!
 
The shy and unapproachable girl is deemed an embarrassment to the family, and finds herself ostracized by her father's relatives, all of them refusing to take care of her in the wake of his death. Daikichi, angered by their coldness towards Rin, announces that he will take her in—despite the fact that he is a young, single man with no prior childcare experience.

Usagi Drop is the story of Daikichi's journey through fatherhood as he raises Rin with his gentle and affectionate nature, as well as an exploration of the warmth and interdependence that are at the heart of a happy, close-knit family.

[Written by MAL Rewrite]",8.39,173.0,393,444780,218432,white,2011-01-07T18:57:06+00:00,2022-03-21T18:57:20+00:00,tv,finished_airing,"[{'id': 43, 'name': 'Josei'}, {'id': 36, 'name': 'Slice of Life'}]",11,"{'year': 2011, 'season': 'summer'}","{'day_of_the_week': 'friday', 'start_time': '00:45'}",manga,1375,pg_13,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '16313', 'completed': '270363', 'on_hold': '9847', 'dropped': '6329', 'plan_to_watch': '142231'}, 'num_list_users': 445083}",302
48569,86 Part 2,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1321/117508.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1321/117508l.jpg'}",2021-10-03,2022-03-19,"The disappearance of the Spearhead Squadron beyond the horizon does little to hide the intensity of the Republic of San Magnolia's endless propaganda. Vladilena Milizé continues to operate as ""Handler One,"" the commander of yet another dehumanized 86th faction's squadron in the continuous war against the Legion.

On the Western Front, Shinei Nouzen and his squad are quarantined in a military base controlled by the Federal Republic of Giad, formerly known as the Giadian Empire. The newly-established government grants the saved Eighty-Six full citizenship and freedom. Housed by the president Ernst Zimmerman himself, the group meets his adoptive daughter and the last Empress, Augusta Frederica Adel-Adler.

However, within the calm of this tender society, Shinei and his team feel that their purpose is on the battlefield. Before long, they are once again in the midst of the Legion's onslaught as a part of the Federacy's Nordlicht Squadron, accompanied by Augusta Frederica. But, as history repeats itself, they realize that no matter the side, death and pain on the front lines are the only comfort they know.

[Written by MAL Rewrite]",8.68,50.0,738,259498,82505,white,2021-03-27T07:57:31+00:00,2022-03-22T13:43:04+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}]",12,"{'year': 2021, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",light_novel,1420,r,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '106533', 'completed': '54070', 'on_hold': '8099', 'dropped': '3228', 'plan_to_watch': '87454'}, 'num_list_users': 259384}",303
46102,Odd Taxi,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1981/113348.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1981/113348l.jpg'}",2021-04-06,2021-06-29,"Eccentric and blunt, the walrus Hiroshi Odokawa lives a relatively normal life. He drives a taxi for a living, and there he meets several unique individuals: the jobless Taichi Kabasawa who is dead-set on going viral, the mysterious nurse Miho Shirakawa, the struggling comedic duo ""Homo Sapiens,"" and Dobu, a well-known delinquent.

But Odokawa's simple way of life is about to be turned upside-down. The case of a missing girl the police have been tracking leads back to him, and now both the yakuza and a duo of corrupt cops are on his tail. Set in a strangely familiar city filled with unusual individuals, Odd Taxi is a bizarre story about a humble taxi driver and the mystery of a lost high schooler.

[Written by MAL Rewrite]",8.76,37.0,685,276170,127220,white,2021-01-15T10:22:31+00:00,2022-03-22T10:46:44+00:00,tv,finished_airing,"[{'id': 7, 'name': 'Mystery'}]",13,"{'year': 2021, 'season': 'spring'}","{'day_of_the_week': 'tuesday', 'start_time': '02:00'}",original,1430,pg_13,,"[{'id': 28, 'name': 'OLM'}, {'id': 1872, 'name': 'P.I.C.S.'}]","{'status': {'watching': '30187', 'completed': '141806', 'on_hold': '6316', 'dropped': '3847', 'plan_to_watch': '96176'}, 'num_list_users': 278332}",304
32949,Kuzu no Honkai,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/83937.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/83937l.jpg'}",2017-01-13,2017-03-31,"To the outside world, Hanabi Yasuraoka and Mugi Awaya are the perfect couple. But in reality, they just share the same secret pain: they are both in love with other people they cannot be with. 

Hanabi has loved her childhood friend and neighbor Narumi Kanai for as long as she can remember, so she is elated to discover that he is her new homeroom teacher. However, Narumi is soon noticed by the music teacher, Akane Minagawa, and a relationship begins to blossom between them, much to Hanabi's dismay. 

Mugi was tutored by Akane in middle school, and has been in love with her since then. Through a chance meeting in the hallway, he encounters Hanabi. As these two lonely souls spend more time together, they decide to use each other as a substitute for the one they truly love, sharing physical intimacy with one another in order to stave off their loneliness. 

[Written by MAL Rewrite]",7.2,2929.0,273,588854,278624,white,2016-03-17T11:48:16+00:00,2022-03-22T12:49:00+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",12,"{'year': 2017, 'season': 'winter'}","{'day_of_the_week': 'friday', 'start_time': '00:55'}",manga,1375,r+,,"[{'id': 456, 'name': 'Lerche'}]","{'status': {'watching': '38330', 'completed': '341459', 'on_hold': '16336', 'dropped': '29896', 'plan_to_watch': '165086'}, 'num_list_users': 591107}",305
17549,Non Non Biyori,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/2/51581.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/2/51581l.jpg'}",2013-10-08,2013-12-24,"Asahigaoka might look like typical, boring countryside to most; however, no day in this village can ever be considered colorless thanks to five students of varying ages occupying the only class in the only school in town. The youngest student is first grader Renge Miyauchi, who brings an unadulterated wit, curiosity, and her characteristic catchphrase, ""Nyanpasu!"" Then there are the Koshigaya siblings consisting of the quiet ninth grader and elder brother Suguru, diminutive eighth grader Komari, and the mischievous seventh grader Natsumi. The recent arrival of Tokyo-raised fifth grader Hotaru Ichijou, who appears overdeveloped for her age and thus naturally holds an air of maturity, rounds out this lively and vibrant group of five classmates.

Based on the manga penned and illustrated by Atto, Non Non Biyori chronicles the not-so-normal daily lives of this group of friends as they engage in their own brand of fun and frolic, and playfully struggle with the realities of living in a rural area.

[Written by MAL Rewrite]",7.95,629.0,470,378043,150672,white,2013-02-21T15:46:32+00:00,2022-03-22T01:13:13+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",12,"{'year': 2013, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '02:05'}",manga,1440,pg_13,"Episode 1 was previewed at a screening in Tokyo on September 1, 2013. Regular broadcasting began on October 8, 2013.
","[{'id': 300, 'name': 'SILVER LINK.'}]","{'status': {'watching': '24145', 'completed': '185225', 'on_hold': '14204', 'dropped': '9997', 'plan_to_watch': '144639'}, 'num_list_users': 378210}",306
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","{'medium': 'https://api-cdn.myanimelist.net/images/anime/8/76222.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/8/76222l.jpg'}",2015-07-04,2015-09-19,"Off-duty Japan Self-Defense Forces (JSDF) officer and otaku, Youji Itami, is on his way to attend a doujin convention in Ginza, Tokyo when a mysterious portal in the shape of a large gate suddenly appears. From this gate, supernatural creatures and warriors clad in medieval armor emerge, charging through the city, killing and destroying everything in their path. With swift actions, Youji saves as many lives as he can while the rest of the JSDF direct their efforts towards stopping the invasion.

Three months after the attack, Youji has been tasked with leading a special recon team, as part of a JSDF task force, that will be sent to the world beyond the gate—now being referred to as the ""Special Region."" They must travel into this unknown world in order to learn more about what they are dealing with and attempt to befriend the locals in hopes of creating peaceful ties with the ruling empire. But if they fail, they face the consequence of participating in a devastating war that will engulf both sides of the gate.

[Written by MAL Rewrite]",7.7,1075.0,216,702125,391558,white,2014-12-19T08:08:07+00:00,2022-03-22T03:41:46+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}]",12,"{'year': 2015, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '00:30'}",light_novel,1420,r,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '31459', 'completed': '513898', 'on_hold': '13073', 'dropped': '19228', 'plan_to_watch': '124452'}, 'num_list_users': 702110}",307
