id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,bypopularity_ranking
47,Akira,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1408/114012.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1408/114012l.jpg'}",1988-07-16,1988-07-16,"Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns.""

During one of these battles, Shoutarou's best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees.

[Written by MAL Rewrite]",8.16,362.0,212,705075,424938,white,2005-11-11T05:57:41+00:00,2022-03-22T13:31:15+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 14, 'name': 'Horror'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 1988, 'season': 'summer'}",,manga,7468,r+,"Akira won the Silver Scream Award, the audience award of the Amsterdam-based Imagine Film Festival, in 1992 and was nominated for the American Anime Awards' Best Anime Feature award in 2007.","[{'id': 65, 'name': 'Tokyo Movie Shinsha'}]","{'status': {'watching': '11137', 'completed': '535306', 'on_hold': '4438', 'dropped': '2775', 'plan_to_watch': '152969'}, 'num_list_users': 706625}",212
32729,Orange,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/80110.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/80110l.jpg'}",2016-07-04,2016-09-26,"Naho Takamiya's first day of her sophomore year of high school is off to an uneasy start. After waking up late, she receives a strange letter addressed to her. However, the letter is from herself—10 years in the future! At first, Naho is skeptical of the note; yet, after witnessing several events described to take place, she realizes the letter really is from her 26-year-old self.

The note details that Naho's future life is filled with regrets, and she hopes that her younger self can correct the mistakes that were made in the past. The letter also warns her to keep a close eye on the new transfer student, Kakeru Naruse. Naho must be especially careful in making decisions involving him, as Kakeru is not around in the future. With the letter as her guide, Naho now has the power to protect Kakeru before she comes to regret it once more.

[Written by MAL Rewrite]",7.62,1278.0,213,704855,329830,white,2016-02-16T15:28:30+00:00,2022-03-22T13:46:46+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 25, 'name': 'Shoujo'}]",13,"{'year': 2016, 'season': 'summer'}","{'day_of_the_week': 'monday', 'start_time': '00:00'}",manga,1480,pg_13,,"[{'id': 94, 'name': 'Telecom Animation Film'}]","{'status': {'watching': '41082', 'completed': '420702', 'on_hold': '20400', 'dropped': '26444', 'plan_to_watch': '198913'}, 'num_list_users': 707541}",213
13125,Shinsekai yori,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/36775.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/36775l.jpg'}",2012-09-29,2013-03-23,"In the town of Kamisu 66, 12-year-old Saki Watanabe has just awakened to her psychic powers and is relieved to rejoin her friends—the mischievous Satoru Asahina, the shy Mamoru Itou, the cheerful Maria Akizuki, and Shun Aonuma, a mysterious boy whom Saki admires—at Sage Academy, a special school for psychics. However, unease looms as Saki begins to question the fate of those unable to awaken to their powers, and the children begin to get involved with secretive matters such as the rumored Tainted Cats said to abduct children.

Shinsekai yori tells the unique coming-of-age story of Saki and her friends as they journey to grow into their roles in the supposed utopia. Accepting these roles, however, might not come easy when faced with the dark and shocking truths of society, and the impending havoc born from the new world.

[Written by MAL Rewrite]",8.31,227.0,214,703896,243675,white,2012-02-26T22:03:22+00:00,2022-03-22T11:44:12+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}]",25,"{'year': 2012, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '00:30'}",novel,1360,r,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '48608', 'completed': '280950', 'on_hold': '33509', 'dropped': '30523', 'plan_to_watch': '310622'}, 'num_list_users': 704212}",214
39195,Beastars,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1234/102008.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1234/102008l.jpg'}",2019-10-10,2019-12-26,"In a civilized society of anthropomorphic animals, an uneasy tension exists between carnivores and herbivores. At Cherryton Academy, this mutual distrust peaks after a predation incident results in the death of Tem, an alpaca in the school's drama club. Tem's friend Legoshi, a grey wolf in the stage crew, has been an object of fear and suspicion for his whole life. In the immediate aftermath of the tragedy, he continues to lay low and hide his menacing traits, much to the disapproval of Louis, a red deer and the domineering star actor of the drama club.

When Louis sneaks into the auditorium to train Tem's replacement for an upcoming play, he assigns Legoshi to lookout duty. That very night, Legoshi has a fateful encounter with Haru, a white dwarf rabbit scorned by her peers. His growing feelings for Haru, complicated by his predatory instincts, force him to confront his own true nature, the circumstances surrounding the death of his friend, and the undercurrent of violence plaguing the world around him.

[Written by MAL Rewrite]",7.9,703.0,215,702404,428188,white,2019-02-04T08:28:06+00:00,2022-03-22T12:24:29+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",12,"{'year': 2019, 'season': 'fall'}","{'day_of_the_week': 'thursday', 'start_time': '00:55'}",manga,1377,r,,"[{'id': 1109, 'name': 'Orange'}]","{'status': {'watching': '35408', 'completed': '523807', 'on_hold': '14042', 'dropped': '20181', 'plan_to_watch': '111719'}, 'num_list_users': 705157}",215
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","{'medium': 'https://api-cdn.myanimelist.net/images/anime/8/76222.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/8/76222l.jpg'}",2015-07-04,2015-09-19,"Off-duty Japan Self-Defense Forces (JSDF) officer and otaku, Youji Itami, is on his way to attend a doujin convention in Ginza, Tokyo when a mysterious portal in the shape of a large gate suddenly appears. From this gate, supernatural creatures and warriors clad in medieval armor emerge, charging through the city, killing and destroying everything in their path. With swift actions, Youji saves as many lives as he can while the rest of the JSDF direct their efforts towards stopping the invasion.

Three months after the attack, Youji has been tasked with leading a special recon team, as part of a JSDF task force, that will be sent to the world beyond the gate—now being referred to as the ""Special Region."" They must travel into this unknown world in order to learn more about what they are dealing with and attempt to befriend the locals in hopes of creating peaceful ties with the ruling empire. But if they fail, they face the consequence of participating in a devastating war that will engulf both sides of the gate.

[Written by MAL Rewrite]",7.7,1075.0,216,702125,391558,white,2014-12-19T08:08:07+00:00,2022-03-22T03:41:46+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}]",12,"{'year': 2015, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '00:30'}",light_novel,1420,r,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '31459', 'completed': '513898', 'on_hold': '13073', 'dropped': '19228', 'plan_to_watch': '124452'}, 'num_list_users': 702110}",216
37799,Tokyo Ghoul:re 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1271/95623.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1271/95623l.jpg'}",2018-10-09,2018-12-25,"After the conclusion of the Tsukiyama Family Extermination Operation, the members of the Commission of Counter Ghouls (CCG) have grown exponentially in power and continue to pursue their goal of exterminating every ghoul in Japan. Having resigned from Quinx Squad, the now seemingly emotionless Haise Sasaki begins taking on more and more tasks from the CCG with no regard to the difficulty. Despite his vacant expressions, Ken Kaneki's memories are resurfacing in Haise, leaving him in a state of internal conflict. Meanwhile, his new coldhearted behavior is affecting the people around him. Quinx Squad are left in shambles, having to cope with the death of one of their members without the support of their former mentor.

Amidst this turmoil, both Quinx Squad and Haise must continue to fulfill their duties to the CCG, whether willingly or not. However, the presence of a mysterious group behind the CCG has been made known to Haise, and certain whispers of corruption have not gone unheard by the Quinx Squad as well.

[Written by MAL Rewrite]",6.39,6790.0,217,699119,403884,white,2018-04-27T11:45:42+00:00,2022-03-22T05:25:45+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2018, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '23:00'}",manga,1440,r,,"[{'id': 1, 'name': 'Studio Pierrot'}, {'id': 1129, 'name': 'Pierrot Plus'}]","{'status': {'watching': '29830', 'completed': '533641', 'on_hold': '11117', 'dropped': '32529', 'plan_to_watch': '95344'}, 'num_list_users': 702461}",217
249,InuYasha,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1589/95329.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1589/95329l.jpg'}",2000-10-16,2004-09-13,"Based on the Shogakukan award-winning manga of the same name, InuYasha follows Kagome Higurashi, a fifteen-year-old girl whose normal life ends when a demon drags her into a cursed well on the grounds of her family's Shinto shrine. Instead of hitting the bottom of the well, Kagome ends up 500 years in the past during Japan's violent Sengoku period with the demon's true target, a wish-granting jewel called the Shikon Jewel, reborn inside of her.

After a battle with a revived demon accidentally causes the sacred jewel to shatter, Kagome enlists the help of a young hybrid dog-demon/human named Inuyasha to help her collect the shards and prevent them from falling into the wrong hands. Joining Kagome and Inuyasha on their quest are the orphan fox-demon Shippo, the intelligent monk Miroku, and the lethal demon slayer Sango. Together, they must set aside their differences and work together to find the power granting shards spread across feudal Japan and deal with the threats that arise.

[Written by MAL Rewrite]",7.85,782.0,218,696432,306150,white,2005-11-13T02:48:55+00:00,2022-03-22T13:15:38+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",167,"{'year': 2000, 'season': 'fall'}","{'day_of_the_week': 'monday', 'start_time': '19:00'}",manga,1440,pg_13,"The anime won the “Property of the Year” award in ICv2’s Anime Awards for both 2004 and 2005, and received third place in Animage’s Anime Grand Prix “Best Anime” category in 2003.","[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '70073', 'completed': '367845', 'on_hold': '64483', 'dropped': '53736', 'plan_to_watch': '141407'}, 'num_list_users': 697544}",218
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/75106.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/75106l.jpg'}",2015-07-04,2015-09-19,"With the introduction of strict new morality laws, Japan has become a nation cleansed of all that is obscene and impure. By monitoring citizens using special devices worn around their necks, authorities have taken extreme measures to ensure that society remains chaste. 

In this world of sexual suppression, Tanukichi Okuma—son of an infamous terrorist who opposed the chastity laws—has just entered high school, offering his help to the student council in order to get close to president Anna Nishikinomiya, his childhood friend and crush. Little does he know that the vice president Ayame Kajou has a secret identity: Blue Snow, a masked criminal dedicated to spreading lewd material amongst the sheltered public—and Tanukichi has caught the girl's interest due to his father's notoriety.

Soon, Tanukichi is dragged into joining her organization called SOX, where he is forced to spread obscene propaganda, helping to launch an assault against the government's oppressive rule. With their school set as the first point of attack, Tanukichi will have to do the unthinkable when he realizes that their primary target is the person he admires most.

[Written by MAL Rewrite]",7.26,2647.0,220,695225,374512,white,2015-01-26T08:41:46+00:00,2022-03-22T08:40:39+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 23, 'name': 'School'}]",12,"{'year': 2015, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '23:00'}",light_novel,1420,r+,"Episode 1 was previewed at a screening at Yebisu Garden Place on June 28, 2015. Regular broadcasting began on July 5, 2015.","[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '38291', 'completed': '477039', 'on_hold': '18621', 'dropped': '25078', 'plan_to_watch': '136160'}, 'num_list_users': 695189}",219
30694,Dragon Ball Super,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/7/74606.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/7/74606l.jpg'}",2015-07-05,2018-03-25,"Seven years after the events of Dragon Ball Z, Earth is at peace, and its people live free from any dangers lurking in the universe. However, this peace is short-lived; a sleeping evil awakens in the dark reaches of the galaxy: Beerus, the ruthless God of Destruction.

Disturbed by a prophecy that he will be defeated by a ""Super Saiyan God,"" Beerus and his angelic attendant Whis start searching the universe for this mysterious being. Before long, they reach Earth where they encounter Gokuu Son, one of the planet's mightiest warriors, and his similarly powerful friends.

[Written by MAL Rewrite]",7.41,1961.0,219,695004,411547,white,2015-04-28T23:15:24+00:00,2022-03-22T11:55:45+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",131,"{'year': 2015, 'season': 'summer'}","{'day_of_the_week': 'sunday', 'start_time': '09:00'}",manga,1405,pg_13,Dragon Ball Super's first 27 episodes are adaptations of the films Dragon Ball Z Movie 14: Kami to Kami (episodes 1-14) and Dragon Ball Z Movie 15: Fukkatsu no F (episodes 15-27).,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '102025', 'completed': '486632', 'on_hold': '24887', 'dropped': '32510', 'plan_to_watch': '51518'}, 'num_list_users': 697572}",220
39551,Tensei shitara Slime Datta Ken 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1271/109841.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1271/109841l.jpg'}",2021-01-12,2021-03-30,"Taking a break from his time as a teacher, the powerful slime Rimuru Tempest returns to his kingdom, eponymously named Tempest, just in time to begin negotiations with a nearby nation—the Kingdom of Eurazania. While the negotiations are anything but peaceful, they do end successfully, allowing Rimuru to return and finish teaching. When trying to again return to Tempest, this time permanently, Rimuru is stopped by a mysterious figure who is somehow able to constrain the many magical abilities he has at his disposal. 

In Tempest, the situation is even worse. A group of unknown humans has invaded the land and are assaulting its citizens, both influential and innocent. They are not just trying to bring harm either—they have the intent to kill. Can Rimuru overcome his powerful and dangerous foe and return to Tempest before it is too late?  

[Written by MAL Rewrite]",8.41,157.0,221,691661,368441,white,2019-03-17T13:22:27+00:00,2022-03-22T11:57:44+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}]",12,"{'year': 2021, 'season': 'winter'}","{'day_of_the_week': 'tuesday', 'start_time': '23:00'}",manga,1422,pg_13,,"[{'id': 441, 'name': '8bit'}]","{'status': {'watching': '70171', 'completed': '471546', 'on_hold': '6492', 'dropped': '4381', 'plan_to_watch': '143353'}, 'num_list_users': 695943}",221
14467,K,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/47607.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/47607l.jpg'}",2012-10-05,2012-12-28,"""Kings"" are individuals who have been bestowed with incredible supernatural powers and granted the ability to recruit others into their clans. Protecting the lives and honor of their clansmen is an integral part of the Kings' duties. After a video depicting the heinous murder of a Red Clansman spreads virally, the unassuming student Yashiro Isana is accused of homicide. Now, a manhunt is underway for his head, bringing him into contact with the infamous ""Black Dog"" Kurou Yatogami—a skilled swordsman and martial artist determined to follow the wishes of his late master, the Seventh King.

Meanwhile, the current Red King, Mikoto Suou, faces his own imminent demise as the search for Yashiro narrows. But during Yashiro's struggle to prove his innocence, a greater conspiracy is unraveling behind the scenes; clouds begin to appear in his memory, and close friends start to question his very existence. What began as a simple murder is now leading towards a full blown war between Kings with the very fate of the world at stake. 

[Written by MAL Rewrite]",7.46,1765.0,222,690889,342329,white,2012-06-15T00:59:28+00:00,2022-03-22T07:57:10+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 7, 'name': 'Mystery'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2012, 'season': 'fall'}",{'day_of_the_week': 'thursday'},original,1440,pg_13,,"[{'id': 309, 'name': 'GoHands'}]","{'status': {'watching': '32442', 'completed': '457091', 'on_hold': '20067', 'dropped': '26008', 'plan_to_watch': '155590'}, 'num_list_users': 691198}",222
28677,Yamada-kun to 7-nin no Majo (TV),"{'medium': 'https://api-cdn.myanimelist.net/images/anime/2/73700.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/2/73700l.jpg'}",2015-04-12,2015-06-28,"When Ryuu Yamada entered high school, he wanted to turn over a new leaf and lead a productive school life. That's why he chose to attend Suzaku High, where no one would know of his violent delinquent reputation. However, much to Ryuu's dismay, he is soon bored; now a second year, Ryuu has reverted to his old ways—lazy with abysmal grades and always getting into fights.

One day, back from yet another office visit, Ryuu encounters Urara Shiraishi, a beautiful honors student. A misstep causes them both to tumble down the stairs, ending in an accidental kiss! The pair discover they can switch bodies with a kiss: an ability which will prove to be both convenient and troublesome.
 
Learning of their new power, Toranosuke Miyamura, a student council officer and the single member of the Supernatural Studies Club, recruits them for the club. Soon joined by Miyabi Itou, an eccentric interested in all things supernatural, the group unearths the legend of the Seven Witches of Suzaku High, seven female students who have obtained different powers activated by a kiss. The Supernatural Studies Club embarks on its first quest: to find the identities of all the witches.

[Written by MAL Rewrite]",7.58,1392.0,223,684977,385932,white,2014-11-29T06:53:52+00:00,2022-03-22T02:17:00+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2015, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '23:30'}",manga,1498,pg_13,"Episode 1 was previewed at a screening at Cinemart Shinjuku in Tokyo on March 14, 2015. Regular broadcasting began on April 12, 2015.","[{'id': 839, 'name': 'LIDENFILMS'}]","{'status': {'watching': '28727', 'completed': '505738', 'on_hold': '14326', 'dropped': '16154', 'plan_to_watch': '120028'}, 'num_list_users': 684973}",223
36649,Banana Fish,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1190/93472.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1190/93472l.jpg'}",2018-07-06,2018-12-21,"Aslan Jade Callenreese, known as Ash Lynx, was a runaway picked off the streets of New York City and raised by the infamous godfather of the mafia, Dino Golzine. Now 17 years old and the boss of his own gang, Ash begins investigating the mysterious ""Banana Fish""—the same two words his older brother, Griffin, has muttered since his return from the Iraq War. However, his inquiries are hindered when Dino sends his men after Ash at an underground bar he uses as a hideout.

At the bar, Skip, Ash's friend, introduces him to Shunichi Ibe and his assistant, Eiji Okumura, who are Japanese photographers reporting on American street gangs. However, their conversation is interrupted when Shorter Wong, one of Ash's allies, calls to warn him about Dino. Soon, Dino's men storm the bar, and in the ensuing chaos kidnap Skip and Eiji. Now, Ash must find a way to rescue them and continue his investigation into Banana Fish, but will his history with the mafia prevent him from succeeding?

[Written by MAL Rewrite]",8.51,108.0,224,680691,278830,white,2017-10-22T15:39:18+00:00,2022-03-22T13:04:14+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 25, 'name': 'Shoujo'}]",24,"{'year': 2018, 'season': 'summer'}","{'day_of_the_week': 'friday', 'start_time': '00:55'}",manga,1375,r,The anime was announced as part of Akimi Yoshida's 40th anniversary commemoration project in October 2017.,"[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '63884', 'completed': '328782', 'on_hold': '31200', 'dropped': '27603', 'plan_to_watch': '232854'}, 'num_list_users': 684323}",224
28927,Owari no Seraph: Nagoya Kessen-hen,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/76632.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/76632l.jpg'}",2015-10-10,2015-12-26,"Yuuichirou Hyakuya is finally reunited with his childhood friend Mikaela Hyakuya, whom he had long presumed to be dead. Upon their reunion, however, he discovers that Mikaela has been turned into a vampire. Determined to help his friend, Yuuichirou vows to get stronger so that he can protect Mikaela as well as the comrades in the Moon Demon Company.
 
Kureto Hiiragi receives information that a large group of vampires will be gathering in Nagoya, preparing for their assault on the Imperial Demon Army's main forces in Tokyo. Led by Guren Ichinose, Yuuichirou's team is one of many selected to intercept and eliminate the vampire nobles.
 
With the Nagoya mission quickly approaching, the members of Shinoa squad continue to work towards fully mastering their weapons, while learning how to improve their teamwork. Yuuichirou must gain the power he needs to slay the nobles and save his best friend, before he succumbs to the demon of the Cursed Gear.

[Written by MAL Rewrite]",7.63,1234.0,225,677498,401901,white,2014-12-20T08:00:06+00:00,2022-03-22T09:47:54+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",12,"{'year': 2015, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '22:00'}",manga,1420,r,,"[{'id': 858, 'name': 'Wit Studio'}]","{'status': {'watching': '22898', 'completed': '555496', 'on_hold': '9509', 'dropped': '8445', 'plan_to_watch': '81133'}, 'num_list_users': 677481}",225
32867,Bungou Stray Dogs 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/88585.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/88585l.jpg'}",2016-10-06,2016-12-16,"Despite their differences in position, three men—the youngest senior executive of the Port Mafia, Osamu Dazai; the lowest ranking member, Sakunosuke Oda; and the intelligence agent, Angou Sakaguchi—gather at the Lupin Bar at the end of the day to relax and take delight in the company of friends.

However, one night, Ango disappears. A photograph taken at the bar is all that is left of the three together.

Fast forward to the present, and Dazai is now a member of the Armed Detective Agency. The Guild, an American gifted organization, has entered the fray and is intent on taking the Agency's work permit. They must now divide their attention between the two groups, the Guild and the Port Mafia, who oppose their very existence.   

[Written by MAL Rewrite]",8.2,320.0,226,677121,383659,white,2016-03-01T14:43:24+00:00,2022-03-22T06:17:39+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2016, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '22:30'}",manga,1420,r,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '34739', 'completed': '511157', 'on_hold': '14578', 'dropped': '7761', 'plan_to_watch': '112181'}, 'num_list_users': 680416}",226
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1730/101329.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1730/101329l.jpg'}",2019-07-13,2019-09-28,"It is business as usual in the massive city of Orario, where legions of adventurers gather to explore the monster-infested ""Dungeon."" Among them is the easily flustered yet brave Bell Cranel, the sole member of the Hestia Familia. With the help of his demi-human supporter Liliruca Arde and competent blacksmith Welf Crozzo, Bell has earned the title of Little Rookie by becoming Orario's fastest-growing adventurer thanks to his endeavors within the deeper levels of the Dungeon.

Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II continues Bell's adventures as he tries to bring glory to his goddess and protect those he cares about. However, various familias and gods across the city begin to take notice of his achievements and attempt to add him to their ranks.

[Written by MAL Rewrite]
",7.23,2780.0,227,666692,371229,white,2018-02-18T07:18:52+00:00,2022-03-22T08:48:24+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}]",12,"{'year': 2019, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '00:30'}",light_novel,1466,pg_13,"The series adapts the volumes 6, 7 and 8 of the light novel of Fujino Omori's series of the same title.","[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '38733', 'completed': '493754', 'on_hold': '10086', 'dropped': '11988', 'plan_to_watch': '114483'}, 'num_list_users': 669044}",227
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1724/117421.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1724/117421l.jpg'}",2021-01-06,2021-03-24,"After a stern yet compelling speech by Otto, Subaru Natsuki solemnly swears that he will successfully make it through this timeline and save everyone he can along the way. The first step toward achieving this goal is to help Emilia work through her past; however, that is easier said than done. Feeling as if she has been lied to by everyone around her, it will be difficult for Emilia to trust anyone, even Subaru, her self-proclaimed knight.

Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 presents the culmination of Subaru's experiences with the Sanctuary and its people, along with his unwillingness to give up hope on saving them.

[Written by MAL Rewrite]",8.49,119.0,228,666488,361059,white,2020-06-12T01:33:11+00:00,2022-03-22T12:38:11+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",12,"{'year': 2021, 'season': 'winter'}","{'day_of_the_week': 'wednesday', 'start_time': '22:30'}",light_novel,1710,r,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 adapts volumes 13-15 of Tappei Nagatsuki's light novel series of the same title.,"[{'id': 314, 'name': 'White Fox'}]","{'status': {'watching': '84131', 'completed': '427045', 'on_hold': '14233', 'dropped': '8193', 'plan_to_watch': '134750'}, 'num_list_users': 668352}",228
