id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,favorite_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
4898,Kuroshitsuji,2008-10-03,2009-03-27,"Young Ciel Phantomhive is known as ""the Queen's Guard Dog,"" taking care of the many unsettling events that occur in Victorian England for Her Majesty. Aided by Sebastian Michaelis, his loyal butler with seemingly inhuman abilities, Ciel uses whatever means necessary to get the job done. But is there more to this black-clad butler than meets the eye?

In Ciel's past lies a secret tragedy that enveloped him in perennial darkness—during one of his bleakest moments, he formed a contract with Sebastian, a demon, bargaining his soul in exchange for vengeance upon those who wronged him. Today, not only is Sebastian one hell of a butler, but he is also the perfect servant to carry out his master's orders—all the while anticipating the delicious meal he will eventually make of Ciel's soul. As the two work to unravel the mystery behind Ciel's chain of misfortunes, a bond forms between them that neither heaven nor hell can tear apart.

[Written by MAL Rewrite]",7.69,1110.0,104,1045535,521531,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,manga,1469,r,"[{'id': 56, 'name': 'A-1 Pictures'}]",96,NIL,NIL,2008.0,fall,64618.0,673479.0,46852.0,56547.0,205099.0,1046595.0,0.9012,0.0988
13125,Shinsekai yori,2012-09-29,2013-03-23,"In the town of Kamisu 66, 12-year-old Saki Watanabe has just awakened to her psychic powers and is relieved to rejoin her friends—the mischievous Satoru Asahina, the shy Mamoru Itou, the cheerful Maria Akizuki, and Shun Aonuma, a mysterious boy whom Saki admires—at Sage Academy, a special school for psychics. However, unease looms as Saki begins to question the fate of those unable to awaken to their powers, and the children begin to get involved with secretive matters such as the rumored Tainted Cats said to abduct children.

Shinsekai yori tells the unique coming-of-age story of Saki and her friends as they journey to grow into their roles in the supposed utopia. Accepting these roles, however, might not come easy when faced with the dark and shocking truths of society, and the impending havoc born from the new world.

[Written by MAL Rewrite]",8.31,227.0,214,703896,243675,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}]",25,novel,1360,r,"[{'id': 56, 'name': 'A-1 Pictures'}]",97,saturday,00:30,2012.0,fall,48608.0,280950.0,33509.0,30523.0,310622.0,704212.0,0.9091,0.0909
339,Serial Experiments Lain,1998-07-06,1998-09-28,"Lain Iwakura, an awkward and introverted fourteen-year-old, is one of the many girls from her school to receive a disturbing email from her classmate Chisa Yomoda—the very same Chisa who recently committed suicide. Lain has neither the desire nor the experience to handle even basic technology; yet, when the technophobe opens the email, it leads her straight into the Wired, a virtual world of communication networks similar to what we know as the internet. Lain's life is turned upside down as she begins to encounter cryptic mysteries one after another. Strange men called the Men in Black begin to appear wherever she goes, asking her questions and somehow knowing more about her than even she herself knows. With the boundaries between reality and cyberspace rapidly blurring, Lain is plunged into more surreal and bizarre events where identity, consciousness, and perception are concepts that take on new meanings.

Written by Chiaki J. Konaka, whose other works include Texhnolyze, Serial Experiments Lain is a psychological avant-garde mystery series that follows Lain as she makes crucial choices that will affect both the real world and the Wired. In closing one world and opening another, only Lain will realize the significance of their presence.

[Written by MAL Rewrite]",8.06,485.0,257,611913,228829,white,tv,finished_airing,"[{'id': 5, 'name': 'Avant Garde'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}]",13,original,1430,r,"[{'id': 110, 'name': 'Triangle Staff'}]",98,tuesday,01:15,1998.0,summer,43389.0,271148.0,28817.0,18411.0,251420.0,613185.0,0.923,0.077
7054,Kaichou wa Maid-sama!,2010-04-02,2010-09-24,"Misaki Ayuzawa is a unique phenomenon within Seika High School. In a predominantly male institution, she became the first-ever female student council president through her honesty and diligence. Ever since Misaki got promoted to the position, she has been working tirelessly to ensure a better school life for all girls. Despite that, Misaki is very strict with the boys, which has earned her the title ""Demon President."" 

One day, after hearing a girl cry in the hallway, Misaki encounters Takumi Usui—the most popular boy in the school—as he rejects a love confession. Enraged at what she is seeing, Misaki reprimands him for making the girl cry. However, Usui is indifferent and brushes it off as nothing.

Unexpectedly, Misaki soon runs into Usui again, but this time when she is working at a maid cafe! Embarrassed that someone has found out about her secret occupation, Misaki promises herself not to let Usui destroy her reputation. However, the mysterious boy now begins to visit the same cafe regularly to observe and tease Misaki. When push comes to shove, will Usui still be able to keep the president's secret?

[Written by MAL Rewrite]
",8.02,540.0,96,1096186,632231,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",26,manga,1450,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",99,friday,01:55,2010.0,spring,50639.0,819019.0,29069.0,30977.0,167561.0,1097265.0,0.9453,0.0547
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,2021-01-11,2021-03-22,"Despite being bullied, scorned, and oppressed all of his life, a 34-year-old shut-in still found the resolve to attempt something heroic—only for it to end in a tragic accident. But in a twist of fate, he awakens in another world as Rudeus Greyrat, starting life again as a baby born to two loving parents.

Preserving his memories and knowledge from his previous life, Rudeus quickly adapts to his new environment. With the mind of a grown adult, he starts to display magical talent that exceeds all expectations, honing his skill with the help of a mage named Roxy Migurdia. Rudeus learns swordplay from his father, Paul, and meets Sylphiette, a girl his age who quickly becomes his closest friend.

As Rudeus' second chance at life begins, he tries to make the most of his new opportunity while conquering his traumatic past. And perhaps, one day, he may find the one thing he could not find in his old world—love.

[Written by MAL Rewrite]",8.37,183.0,140,870811,506933,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}]",11,light_novel,1420,r,"[{'id': 1993, 'name': 'Studio Bind'}]",100,monday,00:00,2021.0,winter,93980.0,609937.0,9227.0,11137.0,153899.0,878180.0,0.9768,0.0232
10165,Nichijou,2011-04-03,2011-09-25,"Nichijou primarily focuses on the daily antics of a trio of childhood friends—high school girls Mio Naganohara, Yuuko Aioi and Mai Minakami—whose stories soon intertwine with the young genius Hakase Shinonome, her robot caretaker Nano, and their talking cat Sakamoto. With every passing day, the lives of these six, as well as of the many people around them, experience both the calms of normal life and the insanity of the absurd. Walking to school, being bitten by a talking crow, spending time with friends, and watching the principal suplex a deer: they are all in a day's work in the extraordinary everyday lives of those in Nichijou. 

[Written by MAL Rewrite]",8.46,128.0,170,769499,291918,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",26,manga,1420,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",101,sunday,02:20,2011.0,spring,77446.0,338584.0,57944.0,29400.0,266790.0,770164.0,0.8866,0.1134
11617,High School DxD,2012-01-06,2012-03-23,"High school student Issei Hyoudou is your run-of-the-mill pervert who does nothing productive with his life, peeping on women and dreaming of having his own harem one day. Things seem to be looking up for Issei when a beautiful girl asks him out on a date, although she turns out to be a fallen angel who brutally kills him! However, he gets a second chance at life when beautiful senior student Rias Gremory, who is a top-class devil, revives him as her servant, recruiting Issei into the ranks of the school's Occult Research club.

Slowly adjusting to his new life, Issei must train and fight in order to survive in the violent world of angels and devils. Each new adventure leads to many hilarious (and risqué) moments with his new comrades, all the while keeping his new life a secret from his friends and family in High School DxD!

[Written by MAL Rewrite]",7.35,2212.0,80,1240869,774698,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 9, 'name': 'Ecchi'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",12,light_novel,1440,r+,"[{'id': 120, 'name': 'TNK'}]",102,friday,11:00,2012.0,winter,43828.0,1008089.0,19115.0,44280.0,126590.0,1241902.0,0.949,0.051
28999,Charlotte,2015-07-05,2015-09-27,"If not for his ability to take over people's mind and body, Yuu Otosaka would be an ordinary high school student. Though it only lasts for five seconds at a time, Yuu's mysterious power allowed him to cheat his way to the top of his class and  enter a prestigious high school, where he continues his dishonest acts.

His shenanigans are eventually stopped by Nao Tomori—the headstrong student council president from Hoshinoumi Academy—who sees through his deceit. Through coercion, Nao convinces Yuu to transfer to Hoshinoumi and join the student council. Hoshinoumi Academy is secretly an institution created for adolescents who possess supernatural abilities—with the student council serving as a means of locating those who abuse their powers.

With Yuu begrudgingly assisting in council affairs, the group sets out to find and protect new ability users from harm. However, as they further investigate the abilities, their findings entangle them in far more complicated matters than they could ever imagine.

[Written by MAL Rewrite]
",7.75,965.0,62,1371334,832579,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 31, 'name': 'Super Power'}]",13,original,1440,pg_13,"[{'id': 132, 'name': 'P.A. Works'}]",103,sunday,00:00,2015.0,summer,50872.0,1055608.0,21318.0,27859.0,215624.0,1371281.0,0.9641,0.0359
23283,Zankyou no Terror,2014-07-11,2014-09-26,"Painted in red, the word ""VON"" is all that is left behind after a terrorist attack on a nuclear facility in Japan. The government is shattered by their inability to act, and the police are left frantically searching for ways to crack down the perpetrators. The public are clueless—until, six months later, a strange video makes its way onto the internet. In it, two teenage boys who identify themselves only as ""Sphinx"" directly challenge the police, threatening to cause destruction and mayhem across Tokyo. Unable to stop the mass panic quickly spreading through the city and desperate for any leads in their investigation, the police struggle to act effectively against these terrorists, with Detective Kenjirou Shibazaki caught in the middle of it all.

Zankyou no Terror tells the story of Nine and Twelve, the two boys behind the masked figures of Sphinx. They should not exist, yet they stand strong in a world of deception and secrets while they make the city fall around them, all in the hopes of burying their own tragic truth.

[Written by MAL Rewrite]",8.11,431.0,112,1001380,530852,white,tv,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",11,original,1370,r,"[{'id': 569, 'name': 'MAPPA'}]",104,friday,00:50,2014.0,summer,44383.0,655387.0,23094.0,19652.0,259078.0,1001594.0,0.9573,0.0427
934,Higurashi no Naku Koro ni,2006-04-05,2006-09-27,"Keiichi Maebara has just moved to the quiet little village of Hinamizawa in the summer of 1983, and quickly becomes inseparable friends with schoolmates Rena Ryuuguu, Mion Sonozaki, Satoko Houjou, and Rika Furude. However, darkness lurks underneath the seemingly idyllic life they lead. 

As the village prepares for its annual festival, Keiichi learns about the local legends surrounding it. To his horror, he discovers that there have been several murders and disappearances in the village in the recent years, and that they all seem to be connected to the festival and the village's patron god, Oyashiro. Keiichi tries to ask his new friends about these incidents, but they are suspiciously silent and refuse to give him the answers he needs. As more and more bizarre events occur, he wonders just what else his friends might be keeping from him, and if he can even trust them at all.

When madness and paranoia begin taking root in Keiichi's heart, he will stumble straight into the mysteries at work in Higurashi no Naku Koro ni, a story that is told across multiple arcs.

[Written by MAL Rewrite]",7.91,682.0,200,723797,345023,white,tv,finished_airing,"[{'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 37, 'name': 'Supernatural'}, {'id': 41, 'name': 'Suspense'}]",26,visual_novel,1450,r,"[{'id': 37, 'name': 'Studio Deen'}]",105,wednesday,01:30,2006.0,spring,43739.0,411335.0,36883.0,34141.0,198455.0,724553.0,0.902,0.098
35120,Devilman: Crybaby,2018-01-05,2018-01-05,"Devils cannot take form without a living host. However, if the will of an individual is strong enough, they can overcome the demon and make its power their own, becoming a Devilman.

Weak and unassuming, Akira Fudou has always had a bleeding heart. So when his childhood friend Ryou Asuka asks for his help in uncovering devils, Akira accepts without hesitation. However, to Akira's surprise, the place they go to is Sabbath: an immoral party of debauchery and degeneracy. Amidst bloodshed and death, demons possess the partiers, turning their bodies into grotesque monsters, and begin wreaking havoc. In a reckless attempt to save his best friend, Akira unwittingly merges with the devil Amon and becomes a Devilman, gaining the power to defeat the remaining demons.

Though it grants him great power, this new partnership awakens an insatiable and primeval part of Akira. Having the body of a devil but the same crybaby heart, Akira works alongside Ryou, destroying those that harm humanity and his loved ones.

[Written by MAL Rewrite]",7.78,891.0,125,923459,556858,white,ona,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 5, 'name': 'Avant Garde'}, {'id': 6, 'name': 'Demons'}, {'id': 14, 'name': 'Horror'}, {'id': 37, 'name': 'Supernatural'}]",10,manga,1522,r+,"[{'id': 1591, 'name': 'Science SARU'}]",106,NIL,NIL,2018.0,winter,40267.0,680262.0,19675.0,27486.0,160037.0,927727.0,0.9492,0.0508
25777,Shingeki no Kyojin Season 2,2017-04-01,2017-06-17,"For centuries, humanity has been hunted by giant, mysterious predators known as the Titans. Three mighty walls—Wall Maria, Rose, and Sheena—provided peace and protection for humanity for over a hundred years. That peace, however, was shattered when the Colossal Titan and Armored Titan appeared and destroyed the outermost wall, Wall Maria. Forced to retreat behind Wall Rose, humanity waited with bated breath for the Titans to reappear and destroy their safe haven once more.

In Shingeki no Kyojin Season 2, Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members.

[Written by MAL Rewrite]",8.5,115.0,12,2241271,1517921,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",12,manga,1450,r,"[{'id': 858, 'name': 'Wit Studio'}]",107,saturday,22:00,2017.0,spring,81013.0,1968830.0,16517.0,14182.0,161117.0,2241659.0,0.9863,0.0137
11771,Kuroko no Basket,2012-04-08,2012-09-22,"For the last three years, Teikou Middle School has dominated the national basketball scene with its legendary lineup: the ""Generation of Miracles."" It consisted of five prodigies who excelled at the sport, but a ""Phantom Sixth Man"" lurked in the shadows and helped earn the team their revered status. Eventually, their monstrous growth jaded them from the sport they loved and made them go their separate ways in high school.

In search of new members, the Seirin High School basketball team recruits Taiga Kagami and Tetsuya Kuroko, two freshmen who seem to have significant differences in abilities. Having returned recently from America, Kagami has both a natural aptitude and relentless love for the sport. Meanwhile, Kuroko lacks presence and exhibits no outstanding athletic talent. However, it is later revealed that he is Teikou's Phantom Sixth Man—the player once part of the Generation of Miracles.

Kuroko wants to prove to the Seirin team that he is strong in his own way. Seeing his conviction, Kagami forms a dynamic partnership with Kuroko, the latter promising to support Kagami's ""light"" as his ""shadow."" Alongside their new Seirin teammates, they aim to conquer the upcoming Interhigh championship, but the reappearance of Kuroko's former teammates complicates their plan.

[Written by MAL Rewrite]
",8.08,463.0,108,1031619,594453,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",25,manga,1450,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",108,sunday,01:58,2012.0,spring,57898.0,772311.0,30701.0,27816.0,143815.0,1032541.0,0.9433,0.0567
392,Yuu☆Yuu☆Hakusho,1992-10-10,1995-01-07,"One fateful day, Yuusuke Urameshi, a 14-year-old delinquent with a dim future, gets a miraculous chance to turn it all around when he throws himself in front of a moving car to save a young boy. His ultimate sacrifice is so out of character that the authorities of the spirit realm are not yet prepared to let him pass on. Koenma, heir to the throne of the spirit realm, offers Yuusuke an opportunity to regain his life through completion of a series of tasks. With the guidance of the death god Botan, he is to thwart evil presences on Earth as a Spirit Detective.

To help him on his venture, Yuusuke enlists ex-rival Kazuma Kuwabara, and two demons, Hiei and Kurama, who have criminal pasts. Together, they train and battle against enemies who would threaten humanity's very existence.

[Written by MAL Rewrite]",8.45,138.0,280,582977,259739,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",112,manga,1440,pg_13,"[{'id': 1, 'name': 'Studio Pierrot'}]",109,NIL,NIL,1992.0,fall,61430.0,303044.0,48278.0,22086.0,149186.0,584024.0,0.8795,0.1205
11741,Fate/Zero 2nd Season,2012-04-08,2012-06-24,"As the Fourth Holy Grail War rages on with no clear victor in sight, the remaining Servants and their Masters are called upon by Church supervisor Risei Kotomine, in order to band together and confront an impending threat that could unravel the Grail War and bring about the destruction of Fuyuki City. The uneasy truce soon collapses as Masters demonstrate that they will do anything in their power, no matter how despicable, to win.

Seeds of doubt are sown between Kiritsugu Emiya and Saber, his Servant, as their conflicting ideologies on heroism and chivalry clash. Meanwhile, an ominous bond forms between Kirei Kotomine, who still seeks to find his purpose in life, and one of the remaining Servants. As the countdown to the end of the war reaches zero, the cost of winning begins to blur the line between victory and defeat.

[Written by MAL Rewrite]",8.57,83.0,117,981218,620373,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 37, 'name': 'Supernatural'}]",12,light_novel,1440,r,"[{'id': 43, 'name': 'ufotable'}]",110,sunday,00:00,2012.0,spring,26315.0,790257.0,9992.0,5720.0,149628.0,981912.0,0.984,0.016
32995,Yuri!!! on Ice,2016-10-06,2016-12-22,"Reeling from his crushing defeat at the Grand Prix Finale, Yuuri Katsuki, once Japan's most promising figure skater, returns to his family home to assess his options for the future. At age 23, Yuuri's window for success in skating is closing rapidly, and his love of pork cutlets and aptitude for gaining weight are not helping either.

However, Yuuri finds himself in the spotlight when a video of him performing a routine previously executed by five-time world champion, Victor Nikiforov, suddenly goes viral. In fact, Victor himself abruptly appears at Yuuri's house and offers to be his mentor. As one of his biggest fans, Yuuri eagerly accepts, kicking off his journey to make it back onto the world stage. But the competition is fierce, as the rising star from Russia, Yuri Plisetsky, is relentlessly determined to defeat Yuuri and win back Victor's tutelage.

[Written by MAL Rewrite]",7.91,696.0,171,763314,450994,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 30, 'name': 'Sports'}]",12,original,1405,pg_13,"[{'id': 569, 'name': 'MAPPA'}]",111,thursday,02:21,2016.0,fall,40216.0,573791.0,16489.0,29482.0,106155.0,766133.0,0.94,0.06
777,Hellsing Ultimate,2006-02-10,2012-12-26,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead.

Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil.

In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare.

[Written by MAL Rewrite]",8.36,186.0,163,799645,404148,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 14, 'name': 'Horror'}, {'id': 38, 'name': 'Military'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",10,manga,2962,r,"[{'id': 11, 'name': 'Madhouse'}, {'id': 41, 'name': 'Satelight'}, {'id': 894, 'name': 'Graphinica'}]",112,NIL,NIL,2006.0,winter,69430.0,480267.0,39640.0,20570.0,190908.0,800815.0,0.9248,0.0752
23755,Nanatsu no Taizai,2014-10-05,2015-03-29,"In a world similar to the European Middle Ages, the feared yet revered Holy Knights of Britannia use immensely powerful magic to protect the region of Britannia and its kingdoms. However, a small subset of the Knights supposedly betrayed their homeland and turned their blades against their comrades in an attempt to overthrow the ruler of Liones. They were defeated by the Holy Knights, but rumors continued to persist that these legendary knights, called the ""Seven Deadly Sins,"" were still alive. Ten years later, the Holy Knights themselves staged a coup d’état, and thus became the new, tyrannical rulers of the Kingdom of Liones.

Based on the best-selling manga series of the same name, Nanatsu no Taizai follows the adventures of Elizabeth, the third princess of the Kingdom of Liones, and her search for the Seven Deadly Sins. With their help, she endeavors to not only take back her kingdom from the Holy Knights, but to also seek justice in an unjust world.
 
[Written by MAL Rewrite]",7.72,1031.0,29,1791398,1149722,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,manga,1470,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",113,sunday,17:00,2014.0,fall,73370.0,1488516.0,27191.0,47022.0,155673.0,1791772.0,0.9586,0.0414
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,2020-04-11,2020-06-27,"After a slow but eventful summer vacation, Shuchiin Academy's second term is now starting in full force. As August transitions into September, Miyuki Shirogane's birthday looms ever closer, leaving Kaguya Shinomiya in a serious predicament as to how to celebrate it. Furthermore, the tenure of the school's 67th student council is coming to an end. Due to the council members being in different classes, the only time Kaguya and Miyuki have to be together will soon disappear, putting all of their cunning plans at risk.

A long and difficult election that will decide the fate of the new student council awaits, as multiple challengers fight for the coveted title of president.

[Written by MAL Rewrite]
",8.65,62.0,110,1015626,622083,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 40, 'name': 'Psychological'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",12,manga,1452,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",114,saturday,23:30,2020.0,spring,79120.0,752809.0,15456.0,8053.0,163663.0,1019101.0,0.9769,0.0231
164,Mononoke Hime,1997-07-12,1997-07-12,"When an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him. Princess Mononoke is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance.

[Written by MAL Rewrite]",8.68,54.0,100,1067414,686488,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",1,original,8002,pg_13,"[{'id': 21, 'name': 'Studio Ghibli'}]",115,NIL,NIL,1997.0,summer,14709.0,895250.0,4203.0,1729.0,153576.0,1069467.0,0.9945,0.0055
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,2014-04-05,2014-09-13,"Years after an ancient evil was salvaged from the depths of the sea, Joutarou Kuujou sits peacefully within a Japanese jail cell. He's committed no crime yet demands he not be released, believing he's been possessed by an evil spirit capable of harming those around him. Concerned for her son, Holly Kuujou asks her father, Joseph Joestar, to convince Joutarou to leave the prison. Joseph informs his grandson that the ""evil spirit"" is in fact something called a ""Stand,"" the physical manifestation of one's fighting spirit which can adopt a variety of deadly forms. After a fiery brawl with Joseph's friend Mohammed Avdol, Joutarou is forced out of his cell and begins learning how to control the power of his Stand.

However, when a Stand awakens within Holly and threatens to consume her in 50 days, Joutarou, his grandfather, and their allies must seek out and destroy the immortal vampire responsible for her condition. They must travel halfway across the world to Cairo, Egypt and along the way, do battle with ferocious Stand users set on thwarting them. If Joutarou and his allies fail in their mission, humanity is destined for a grim fate.

[Written by MAL Rewrite]",8.1,440.0,116,983791,688243,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,manga,1440,r,"[{'id': 287, 'name': 'David Production'}]",116,saturday,00:30,2014.0,spring,46118.0,846919.0,15271.0,9080.0,66978.0,984366.0,0.9753,0.0247
35760,Shingeki no Kyojin Season 3,2018-07-23,2018-10-15,"Still threatened by the ""Titans"" that rob them of their freedom, mankind remains caged inside the two remaining walls. Efforts to eradicate these monsters continue; however, threats arise not only from the Titans beyond the walls, but from the humans within them as well.

After being rescued from the Colossal and Armored Titans, Eren Yaeger devotes himself to improving his Titan form. Krista Lenz struggles to accept the loss of her friend, Captain Levi chooses Eren and his friends to form his new personal squad, and Commander Erwin Smith recovers from his injuries. All seems well for the soldiers, until the government suddenly demands custody of Eren and Krista. The Survey Corps' recent successes have drawn attention, and a familiar face from Levi's past is sent to collect the wanted soldiers. Sought after by the government, Levi and his new squad must evade their adversaries in hopes of keeping Eren and Krista safe.

In Shingeki no Kyojin Season 3, Eren and his fellow soldiers are not only fighting for their survival against the terrifying Titans, but also against the terror of a far more conniving foe: humans.

[Written by MAL Rewrite]",8.62,70.0,22,1875024,1259476,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",12,manga,1434,r,"[{'id': 858, 'name': 'Wit Studio'}]",117,monday,00:35,2018.0,summer,70441.0,1643616.0,11981.0,7740.0,151412.0,1885190.0,0.9895,0.0105
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,2015-01-10,2015-06-20,"Joutarou Kuujou and his allies have finally made it to Egypt, where the immortal Dio awaits. Upon their arrival, the group gains a new comrade: Iggy, a mutt who wields the Stand ""The Fool."" It's not all good news however, as standing in their path is a new group of Stand users who serve Dio, each with a Stand representative of an ancient Egyptian god. As their final battle approaches, it is a race against time to break Joutarou's mother free from her curse and end Dio's reign of terror over the Joestar family once and for all.

[Written by MAL Rewrite]",8.44,143.0,133,897671,631649,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,manga,1400,r,"[{'id': 287, 'name': 'David Production'}]",118,saturday,00:30,2015.0,winter,27631.0,788346.0,6795.0,4122.0,70902.0,897796.0,0.9878,0.0122
