id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,all_ranking
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1502/110723.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1502/110723l.jpg'}",2020-01-17,2020-01-17,"Continuing their perilous descent down the Abyss, Riko, Regu, and newfound friend Nanachi reach the Abyss' fifth layer, The Sea of Corpses. Upon arriving at the research station known as Idofront, the main trio encounter the mysterious Prushka, the alleged daughter of Bondrewd, who leads them to the White Whistle responsible for Nanachi's dark past. Despite the welcoming appearances of Idofront's residents, Nanachi warns the young adventurers that things are not always what they seem. With the only route to the sixth layer shrouded in mystery and Bonedrewd's schemes awaiting them, what sacrifices must be made in order to continue the journey down to the bottom of the Abyss?

[Written by MAL Rewrite]",8.68,53,595,309359,136970,white,2017-11-26T07:38:22+00:00,2022-03-22T12:25:49+00:00,movie,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}]",1,"{'year': 2020, 'season': 'winter'}",,web_manga,6300,r,"The film was originally released on January 17, 2020 by Kadokawa in Japanese theaters, followed by an American release by Sentai Filmworks on August 14, 2020.","[{'id': 290, 'name': 'Kinema Citrus'}]","{'status': {'watching': '5862', 'completed': '170242', 'on_hold': '1703', 'dropped': '530', 'plan_to_watch': '132580'}, 'num_list_users': 310917}",53
164,Mononoke Hime,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/7/75919.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/7/75919l.jpg'}",1997-07-12,1997-07-12,"When an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him. Princess Mononoke is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance.

[Written by MAL Rewrite]",8.68,54,100,1067414,686488,white,2005-11-12T05:38:23+00:00,2022-03-22T10:33:51+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",1,"{'year': 1997, 'season': 'summer'}",,original,8002,pg_13,"In 1997 the film won Best Japanese Movie, Best Animation and Japanese Movie Fans' Choice awards during the 52nd Mainichi Film Awards. In 1998 the film won the Best Picture award during the 21st Japan Academy Awards.","[{'id': 21, 'name': 'Studio Ghibli'}]","{'status': {'watching': '14709', 'completed': '895250', 'on_hold': '4203', 'dropped': '1729', 'plan_to_watch': '153576'}, 'num_list_users': 1069467}",54
457,Mushishi,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/2/73862.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/2/73862l.jpg'}",2005-10-23,2006-06-19,"""Mushi"": the most basic forms of life in the world. They exist without any goals or purposes aside from simply ""being."" They are beyond the shackles of the words ""good"" and ""evil."" Mushi can exist in countless forms and are capable of mimicking things from the natural world such as plants, diseases, and even phenomena like rainbows.

This is, however, just a vague definition of these entities that inhabit the vibrant world of Mushishi, as to even call them a form of life would be an oversimplification. Detailed information on Mushi is scarce because the majority of humans are unaware of their existence.

So what are Mushi and why do they exist? This is the question that a ""Mushishi,"" Ginko, ponders constantly. Mushishi are those who research Mushi in hopes of understanding their place in the world's hierarchy of life.

Ginko chases rumors of occurrences that could be tied to Mushi, all for the sake of finding an answer.

It could, after all, lead to the meaning of life itself.

[Written by MAL Rewrite]",8.67,55,199,724317,229130,white,2005-12-27T08:59:20+00:00,2022-03-22T07:46:01+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",26,"{'year': 2005, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '03:40'}",manga,1500,pg_13,"Mushishi is an adaptation of Yuki Urushibara's award-winning manga of the same name. The series adapts the first 26 chapters of the manga, adapting one per episode. The anime aired these stories in a different order than that of the manga.

The series won the Tokyo Anime Award in the Television category in 2006. The series premiered on October 23, 2005, but went on hiatus on March 12, 2006 after having aired 20 episodes. Broadcast resumed on May 15, and aired the remaining 6 episodes, concluding on June 19, 2006.
","[{'id': 8, 'name': 'Artland'}]","{'status': {'watching': '64022', 'completed': '264779', 'on_hold': '48710', 'dropped': '22970', 'plan_to_watch': '324763'}, 'num_list_users': 725244}",55
23273,Shigatsu wa Kimi no Uso,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/67177.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/67177l.jpg'}",2014-10-10,2015-03-20,"Music accompanies the path of the human metronome, the prodigious pianist Kousei Arima. But after the passing of his mother, Saki Arima, Kousei falls into a downward spiral, rendering him unable to hear the sound of his own piano.
 
Two years later, Kousei still avoids the piano, leaving behind his admirers and rivals, and lives a colorless life alongside his friends Tsubaki Sawabe and Ryouta Watari. However, everything changes when he meets a beautiful violinist, Kaori Miyazono, who stirs up his world and sets him on a journey to face music again.

Based on the manga series of the same name, Shigatsu wa Kimi no Uso approaches the story of Kousei's recovery as he discovers that music is more than playing each note perfectly, and a single melody can bring in the fresh spring air of April.

[Written by MAL Rewrite]",8.67,56,21,1882287,1128883,white,2014-03-21T13:04:16+00:00,2022-03-22T12:52:46+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",22,"{'year': 2014, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '01:20'}",manga,1375,pg_13,Winner in the anime division of the 2016 Sugoi Japan® Awards.,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '98827', 'completed': '1365098', 'on_hold': '50630', 'dropped': '46037', 'plan_to_watch': '322242'}, 'num_list_users': 1882834}",56
33352,Violet Evergarden,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1795/95088.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1795/95088l.jpg'}",2018-01-11,2018-04-05,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning.

Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.

[Written by MAL Rewrite]",8.66,57,52,1449655,757869,white,2016-05-27T11:13:55+00:00,2022-03-22T12:58:48+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 36, 'name': 'Slice of Life'}]",13,"{'year': 2018, 'season': 'winter'}","{'day_of_the_week': 'thursday', 'start_time': '00:00'}",light_novel,1478,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '112880', 'completed': '903452', 'on_hold': '49483', 'dropped': '44017', 'plan_to_watch': '346335'}, 'num_list_users': 1456167}",57
5258,Hajime no Ippo: New Challenger,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/8/56617.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/8/56617l.jpg'}",2009-01-07,2009-07-01,"Japanese Featherweight Champion Ippo Makunouchi has successfully defended and retained his title. Meanwhile, his rival, Ichirou Miyata, has resurfaced in Japan, aiming for his own Featherweight belt in the Oriental Pacific Boxing Federation. When the rest of the world comes knocking, however, will Japan's best fighters rise to the challenge and achieve glory at the top? Or will the small island nation be crushed under the weight of greater entities? This time, champions will become challengers issuing a call to the rest of the world and ready to show off their fighting spirit!

[Written by MAL Rewrite]",8.66,58,806,236296,137583,white,2008-09-15T13:49:59+00:00,2022-03-21T10:10:37+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",26,"{'year': 2009, 'season': 'winter'}","{'day_of_the_week': 'wednesday', 'start_time': '01:29'}",manga,1380,pg_13,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '8477', 'completed': '181550', 'on_hold': '3188', 'dropped': '1766', 'plan_to_watch': '41582'}, 'num_list_users': 236563}",58
431,Howl no Ugoku Shiro,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/75810.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/75810l.jpg'}",2004-11-20,2004-11-20,"That jumbled piece of architecture, that cacophony of hissing steam and creaking joints, with smoke billowing from it as it moves on its own... That castle is home to the magnificent wizard Howl, infamous for both his magical prowess and for being a womanizer—or so the rumor goes in Sophie Hatter's small town. Sophie, as the plain daughter of a hatmaker, does not expect much from her future and is content with working hard in the shop. 

However, Sophie's simple life takes a turn for the exciting when she is ensnared in a disturbing situation, and the mysterious wizard appears to rescue her. Unfortunately, this encounter, brief as it may be, spurs the vain and vengeful Witch of the Waste—in a fit of jealousy caused by a past discord with Howl—to put a curse on the maiden, turning her into an old woman.

In an endeavor to return to normal, Sophie must accompany Howl and a myriad of eccentric companions—ranging from a powerful fire demon to a hopping scarecrow—in his living castle, on a dangerous adventure as a raging war tears their kingdom apart.

[Written by MAL Rewrite]",8.66,59,97,1092181,752385,white,2005-12-26T06:56:40+00:00,2022-03-22T13:04:13+00:00,movie,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}]",1,"{'year': 2004, 'season': 'fall'}",,novel,7149,g,"Howl No Ugoku Shiro premiered at the Venice Film Festival in 2004 and was later released to Japanese theaters in November, making it one of only three Studio Ghibli films not to be released in July. 

In 2004 the film won the Osella Awards for Technical Achievement in the 61st Venice Film Festival, the Best Japanese Movie Overall in the Mainichi Film Awards and an Excellence Prize, Animation in the Japan Media Arts Festival.  In 2005 the film won the Animation of the Year in the Tokyo International Anime Fair and the Audience Award in the Maui Film Festival. 

In 2006 it was nominated for the Best Animated Feature in the 78th Academy Award, but lost to the movie Wallace and Gromit: The Curse of the Were-Rabbit.

","[{'id': 21, 'name': 'Studio Ghibli'}]","{'status': {'watching': '11934', 'completed': '977416', 'on_hold': '2952', 'dropped': '1172', 'plan_to_watch': '101224'}, 'num_list_users': 1094698}",59
3786,Evangelion: 3.0+1.0 Thrice Upon a Time,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1422/113533.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1422/113533l.jpg'}",2021-03-08,2021-03-08,"Following NERV's failed attempt to retrieve the Spears of Longinus and carry out the Human Instrumentality Project, the destruction caused by the Fourth Impact has been largely averted. In a state of disarray, Shinji Ikari, Asuka Langley Shikinami, and Rei Ayanami travel to Village 3—a survivor settlement free from Earth's ruination. There, Shinji slowly comes to terms with his past, developing an entirely different life from his days as an Evangelion pilot.

Meanwhile, Nerv makes preparations to continue the Instrumentality Project by means of a new Impact. When WILLE's main aerial battleship arrives at the village, Shinji decides to board, believing that he can help by piloting an Evangelion. As new secrets are uncovered and a battle between WILLE and NERV approaches, the future of Earth hangs in the balance. Can Shinji save humanity and the rest of the world one last time?

[Written by MAL Rewrite]",8.65,60,684,276308,91439,white,2008-01-26T12:38:30+00:00,2022-03-22T12:40:49+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}]",1,"{'year': 2021, 'season': 'winter'}",,original,9300,pg_13,"Evangelion: 3.0+1.0 Thrice Upon a Time has earned a franchise record of 10.22 billion yen (92.7 million USD) and debuted at No. 1 at the Japanese box office. The film was released internationally on August 13, 2021 via the Amazon Prime Video streaming service. 

The film was originally announced alongside Evangelion: 3.0 You Can (Not) Redo in 2008 and was slated for a 2015 release, but was delayed several times due to various production issues and the COVID-19 pandemic.

The film has been dubbed in 10 languages: Chinese, English, French, German, Hindi, Italian, Korean, Brazilian Portuguese, Latin American Spanish, and Peninsular Spanish. ","[{'id': 47, 'name': 'Khara'}]","{'status': {'watching': '3675', 'completed': '111320', 'on_hold': '1182', 'dropped': '377', 'plan_to_watch': '160621'}, 'num_list_users': 277175}",60
28891,Haikyuu!! Second Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/76662.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/76662l.jpg'}",2015-10-04,2016-03-27,"Following their participation at the Inter-High, the Karasuno High School volleyball team attempts to refocus their efforts, aiming to conquer the Spring tournament instead. 

When they receive an invitation from long-standing rival Nekoma High, Karasuno agrees to take part in a large training camp alongside many notable volleyball teams in Tokyo and even some national level players. By playing with some of the toughest teams in Japan, they hope not only to sharpen their skills, but also come up with new attacks that would strengthen them. Moreover, Hinata and Kageyama attempt to devise a more powerful weapon, one that could possibly break the sturdiest of blocks. 

Facing what may be their last chance at victory before the senior players graduate, the members of Karasuno's volleyball team must learn to settle their differences and train harder than ever if they hope to overcome formidable opponents old and new—including their archrival Aoba Jousai and its world-class setter Tooru Oikawa.

[Written by MAL Rewrite]",8.65,61,83,1205476,789890,white,2014-12-18T14:39:57+00:00,2022-03-22T12:02:25+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",25,"{'year': 2015, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '02:58'}",manga,1440,pg_13,"Haikyuu!! Second Season is the sequel to the first anime adaptation of the manga of the same name, Haikyuu!!, which was ranked in 4th place in Honya Club's prestigious 'Zenkoku Shotenin ga Eranda Osusume Comic' ranking in 2013. Sentai Filmworks has announced their exclusive licensing rights for digital and home release in North America.","[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '54127', 'completed': '1033976', 'on_hold': '14838', 'dropped': '7443', 'plan_to_watch': '95079'}, 'num_list_users': 1205463}",61
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1764/106659.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1764/106659l.jpg'}",2020-04-11,2020-06-27,"After a slow but eventful summer vacation, Shuchiin Academy's second term is now starting in full force. As August transitions into September, Miyuki Shirogane's birthday looms ever closer, leaving Kaguya Shinomiya in a serious predicament as to how to celebrate it. Furthermore, the tenure of the school's 67th student council is coming to an end. Due to the council members being in different classes, the only time Kaguya and Miyuki have to be together will soon disappear, putting all of their cunning plans at risk.

A long and difficult election that will decide the fate of the new student council awaits, as multiple challengers fight for the coveted title of president.

[Written by MAL Rewrite]
",8.65,62,110,1015626,622083,white,2019-10-19T06:55:10+00:00,2022-03-22T12:31:10+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 40, 'name': 'Psychological'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",12,"{'year': 2020, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '23:30'}",manga,1452,pg_13,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '79120', 'completed': '752809', 'on_hold': '15456', 'dropped': '8053', 'plan_to_watch': '163663'}, 'num_list_users': 1019101}",62
11665,Natsume Yuujinchou Shi,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/37449.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/37449l.jpg'}",2012-01-03,2012-03-27,"Takashi Natsume, the timid youkai expert and master of the Book of Friends, continues his journey towards self-understanding and acceptance with the help of friends both new and old. His most important ally is still his gluttonous and sake-loving bodyguard, the arrogant but fiercely protective wolf spirit Madara—or Nyanko-sensei, as Madara is called when in his usual disguise of an unassuming, pudgy cat.

Natsume, while briefly separated from Nyanko-sensei, is ambushed and kidnapped by a strange group of masked, monkey-like youkai, who have spirited him away to their forest as they desperately search for the Book of Friends. Realizing that his ""servant"" has been taken out from right under his nose, Nyanko-sensei enlists the help of Natsume's youkai friends and mounts a rescue operation. However, the forest of the monkey spirits holds many dangerous enemies, including the Matoba Clan, Natsume's old nemesis.

Stretching from the formidable hideout of the Matoba to Natsume's own childhood home, Natsume Yuujinchou Shi is a sweeping but familiar return to a world of danger and friendship, where Natsume will finally confront the demons of his own past.

[Written by MAL Rewrite]",8.65,63,869,219257,95880,white,2011-09-21T16:10:30+00:00,2022-03-22T05:43:14+00:00,tv,finished_airing,"[{'id': 6, 'name': 'Demons'}, {'id': 8, 'name': 'Drama'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2012, 'season': 'winter'}","{'day_of_the_week': 'tuesday', 'start_time': '01:30'}",manga,1440,pg_13,,"[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '8154', 'completed': '128367', 'on_hold': '3873', 'dropped': '2095', 'plan_to_watch': '76884'}, 'num_list_users': 219373}",63
2001,Tengen Toppa Gurren Lagann,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/5123.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/5123l.jpg'}",2007-04-01,2007-09-30,"Simon and Kamina were born and raised in a deep, underground village, hidden from the fabled surface. Kamina is a free-spirited loose cannon bent on making a name for himself, while Simon is a timid young boy with no real aspirations. One day while excavating the earth, Simon stumbles upon a mysterious object that turns out to be the ignition key to an ancient artifact of war, which the duo dubs Lagann. Using their new weapon, Simon and Kamina fend off a surprise attack from the surface with the help of Yoko Littner, a hot-blooded redhead wielding a massive gun who wanders the world above.

In the aftermath of the battle, the sky is now in plain view, prompting Simon and Kamina to set off on a journey alongside Yoko to explore the wastelands of the surface. Soon, they join the fight against the ""Beastmen,"" humanoid creatures that terrorize the remnants of humanity in powerful robots called ""Gunmen."" Although they face some challenges and setbacks, the trio bravely fights these new enemies alongside other survivors to reclaim the surface, while slowly unraveling a galaxy-sized mystery.

[Written by MAL Rewrite]",8.64,64,57,1415332,768857,white,2007-03-03T15:02:10+00:00,2022-03-22T12:46:14+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",27,"{'year': 2007, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '08:30'}",original,1460,pg_13,"Gurren Lagann received widespread critical acclaim since its release. The series received an Excellence Prize at the 2007 Japan Media Arts Festival. Its director Hiroyuki Imaishi received an individual award for ""Personal Best"" at the 12th Animation Kobe Festival that same year for his work on the series.

In 2008, during the 7th annual Tokyo Anime Awards held at the Tokyo International Anime Fair, Gurren Lagann won the ""Best Television Production"" award. In addition, the ""Best Character Design"" award was given to the character designer Atsushi Nishigori for his work on the anime.","[{'id': 6, 'name': 'Gainax'}]","{'status': {'watching': '83324', 'completed': '924364', 'on_hold': '64989', 'dropped': '49600', 'plan_to_watch': '294794'}, 'num_list_users': 1417071}",64
34591,Natsume Yuujinchou Roku,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/84416.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/84416l.jpg'}",2017-04-12,2017-06-21,"Takashi Natsume has grown accustomed to his encounters with youkai through the Book of Friends, which contains the names of youkai whom his grandmother, Reiko Natsume, has sealed in contracts. These encounters allow Natsume to better understand the youkai, Reiko, and himself. 

The Book of Friends is a powerful tool that can be used to control youkai; it is sought after by both youkai and exorcists alike. Natsume just wants to live out his daily life in peace but is constantly disrupted by these experiences. If he is to end this torment, Natsume must explore more about the book and the world of exorcism, as well as begin to open his heart to those who can help him.

[Written by MAL Rewrite]",8.63,65,1173,160556,56397,white,2016-12-20T17:55:17+00:00,2022-03-21T17:49:43+00:00,tv,finished_airing,"[{'id': 6, 'name': 'Demons'}, {'id': 8, 'name': 'Drama'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",11,"{'year': 2017, 'season': 'spring'}","{'day_of_the_week': 'wednesday', 'start_time': '01:35'}",manga,1430,pg_13,,"[{'id': 1119, 'name': 'Shuka'}]","{'status': {'watching': '8984', 'completed': '76452', 'on_hold': '2987', 'dropped': '1824', 'plan_to_watch': '70754'}, 'num_list_users': 161001}",65
21,One Piece,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/73245.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/73245l.jpg'}",1999-10-20,,"Gol D. Roger was known as the ""Pirate King,"" the strongest and most infamous being to have sailed the Grand Line. The capture and execution of Roger by the World Government brought a change throughout the world. His last words before his death revealed the existence of the greatest treasure in the world, One Piece. It was this revelation that brought about the Grand Age of Pirates, men who dreamed of finding One Piece—which promises an unlimited amount of riches and fame—and quite possibly the pinnacle of glory and the title of the Pirate King.

Enter Monkey D. Luffy, a 17-year-old boy who defies your standard definition of a pirate. Rather than the popular persona of a wicked, hardened, toothless pirate ransacking villages for fun, Luffy's reason for being a pirate is one of pure wonder: the thought of an exciting adventure that leads him to intriguing people and ultimately, the promised treasure. Following in the footsteps of his childhood hero, Luffy and his crew travel across the Grand Line, experiencing crazy adventures, unveiling dark mysteries and battling strong enemies, all in order to reach the most coveted of all fortunes—One Piece.

[Written by MAL Rewrite] ",8.63,66,26,1811880,1019858,white,2005-11-11T01:20:50+00:00,2022-03-22T13:03:04+00:00,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",0,"{'year': 1999, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '09:30'}",manga,1440,pg_13,"Several anime-original arcs have been adapted into light novels, and the series has inspired 40+ video games as of 2021.","[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '1226947', 'completed': '8', 'on_hold': '234587', 'dropped': '161227', 'plan_to_watch': '189090'}, 'num_list_users': 1811859}",66
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1613/102179.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1613/102179l.jpg'}",2019-06-15,2019-06-15,"Six months ago, Sakuta Azusagawa had a chance encounter with a bunny girl in a library. Ever since then, he's been blissfully happy with his girlfriend: Mai Sakurajima, that same bunny girl. However, the reappearance of his mysterious first crush, the now-adult Shouko Makinohara, adds a new complication to his relationship with Mai. To make matters worse, he then encounters a middle school Shouko in the hospital, suffering from a grave illness. Mysteriously, his old scars begin throbbing whenever he's near her.

With Shouko's bizarre situation somehow revolving around him, Sakuta will need to come to terms with his own conflicting feelings, for better or worse. With a girl's life in his hands, just what can he do?

[Written by MAL Rewrite]",8.63,67,302,559280,351635,white,2018-09-15T09:25:58+00:00,2022-03-22T11:58:13+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2019, 'season': 'spring'}",,light_novel,5400,pg_13,,"[{'id': 1835, 'name': 'CloverWorks'}]","{'status': {'watching': '12096', 'completed': '434041', 'on_hold': '3096', 'dropped': '1480', 'plan_to_watch': '111363'}, 'num_list_users': 562076}",67
1535,Death Note,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/9453.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/9453l.jpg'}",2006-10-04,2007-06-27,"Brutal murders, petty thefts, and senseless violence pollute the human world. In contrast, the realm of death gods is a humdrum, unchanging gambling den. The ingenious 17-year-old Japanese student Light Yagami and sadistic god of death Ryuk share one belief: their worlds are rotten.

For his own amusement, Ryuk drops his ""Death Note"" into the human world. Light stumbles upon it, deeming the first of its rules ridiculous: the human whose name is written in this note shall die. However, the temptation is too great, and Light experiments by writing a felon's name, which disturbingly enacts his first murder.

Aware of the terrifying godlike power that has fallen into his hands, Light—under the alias ""Kira""—follows his wicked sense of justice with the ultimate goal of cleansing the world of all evil-doers. The meticulous mastermind detective L is already on his trail, but as Light's brilliance rivals L's, the grand chase for Kira turns into an intense battle of wits that can only end when one of them is dead.

[Written by MAL Rewrite]
",8.63,68,2,3316225,2289738,white,2006-10-04T03:39:19+00:00,2022-03-22T12:50:56+00:00,tv,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 39, 'name': 'Police'}, {'id': 40, 'name': 'Psychological'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 41, 'name': 'Suspense'}]",37,"{'year': 2006, 'season': 'fall'}","{'day_of_the_week': 'wednesday', 'start_time': '00:56'}",manga,1380,r,"Death Note has been adapted into live action films, TV dramas, video games, light novels and a musical composed by a Broadway composer.  It is licensed in North America by Viz Media.","[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '162969', 'completed': '2757486', 'on_hold': '95275', 'dropped': '101703', 'plan_to_watch': '206214'}, 'num_list_users': 3323647}",68
