id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,source,average_episode_duration,rating,background,studios,statistics,ova_ranking
36214,Asagao to Kase-san.,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1578/94205.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1578/94205l.jpg'}",2018-06-09,2018-06-09,"Yui Yamada, a high school girl with a fondness for plants and gardening, starts dating Tomoka Kase, the ace of her school's track team. Yui is shy, girly, and has never been in a relationship. On the other hand, Tomoka is vivacious, tomboyish, and popular among her friends. Despite being different in so many ways, they try to understand and support each other while experiencing the rush of exhilaration that accompanies the magic of first love.

Asagao to Kase-san is a heartwarming tale of two girls dealing with their ever-increasing feelings for each other along with other concerns that plague the hearts of maidens in love.

[Written by MAL Rewrite]",7.73,1004,1877,86033,35987,white,2017-08-28T09:16:15+00:00,2022-03-22T06:11:47+00:00,ova,finished_airing,"[{'id': 26, 'name': 'Girls Love'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",1,"{'year': 2018, 'season': 'spring'}",manga,3480,pg_13,,"[{'id': 218, 'name': 'Zexcs'}]","{'status': {'watching': '2560', 'completed': '45904', 'on_hold': '785', 'dropped': '393', 'plan_to_watch': '36992'}, 'num_list_users': 86634}",99
1520,Black Jack,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/12978.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/12978l.jpg'}",1993-12-21,2011-12-16,"Kuroo Hazama, also known as ""Black Jack,"" is a legend in the medical world. Famous for being one of the best, as well as not having a license, Hazama and his assistant Pinoko save countless lives that other doctors cannot... for a price; an exorbitant price, in fact, which causes many to view the genius as greedy and heartless. Despite these claims, however, none can deny his skill and the lengths that he will go to treat his patients. This dark medical drama tells the story of the ominous and mysterious world of underground medicine as Black Jack risks his life to cure some of the most bizarre diseases imaginable, even if it means breaking every law in the process.

[Written by MAL Rewrite]",7.73,1005,3163,34854,9928,white,2006-09-30T05:18:56+00:00,2022-03-22T05:37:16+00:00,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",12,"{'year': 1993, 'season': 'fall'}",manga,3000,pg_13,,"[{'id': 200, 'name': 'Tezuka Productions'}]","{'status': {'watching': '2784', 'completed': '12523', 'on_hold': '1743', 'dropped': '1297', 'plan_to_watch': '16544'}, 'num_list_users': 34891}",100
13767,Junjou Romantica OVA,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/60389.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/60389l.jpg'}",2012-12-20,2015-12-01,OVAs that come with the limited premium edition of volumes 16 and 20 of the manga series.,7.73,1013,2584,50445,23962,white,2012-04-09T11:26:43+00:00,2022-03-05T19:08:37+00:00,ova,finished_airing,"[{'id': 28, 'name': 'Boys Love'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}]",2,"{'year': 2012, 'season': 'fall'}",manga,1365,pg_13,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '6513', 'completed': '33526', 'on_hold': '1395', 'dropped': '745', 'plan_to_watch': '8295'}, 'num_list_users': 50474}",101
1910,Master Keaton OVA,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/14522.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/14522l.jpg'}",1999-12-21,2000-06-20,"Taichi Keaton is a man of many talents: father, historian, frequent traveler, negotiator, archaeologist, former survival instructor, and all while working as an insurance investigator for Lloyd's of London. While his methods may seem a bit unorthodox, he gets the job done when needed, but not without a little something to learn or teach in the process. Through all of his adventures, some people call him a quack. Those who know him well call him a master of life...  

(Source: ANN)",7.73,1016,5850,8540,2406,white,2007-02-05T20:22:29+00:00,2022-03-22T13:14:45+00:00,ova,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",15,"{'year': 1999, 'season': 'fall'}",manga,1440,r,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '378', 'completed': '3073', 'on_hold': '231', 'dropped': '141', 'plan_to_watch': '4728'}, 'num_list_users': 8551}",102
25303,Haikyuu!! Lev Genzan!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1498/96643.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1498/96643l.jpg'}",2015-03-04,2015-03-04,"Nekoma High School’s volleyball team recruits a new member: the half-Japanese, half-Russian Lev Haiba. Though the self-proclaimed ace is blessed with great height, he lacks basic volleyball techniques. This gives the team's setter, Kenma Kozume, a hard time when matching up with him.
 
To everyone’s surprise, Nekoma’s coach suggests that Lev play in the Kunihira Senior High School’s practice match, leaving Kenma no choice but to cooperate with the tall player. Will Kenma be able to overcome this new challenge?
 
[Written by MAL Rewrite]",7.72,1022,1485,117045,63672,white,2014-07-15T13:12:28+00:00,2022-03-20T14:28:56+00:00,ova,finished_airing,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,"{'year': 2015, 'season': 'winter'}",manga,1440,pg_13,"Haikyuu!!: Lev Kenzan! (ハイキュー!! リエーフ見参！) was screened at Jump Festa 2014 on November 9, 2014. The OVA was later bundled with the 15th volume of the manga, released March 4, 2015.","[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '1513', 'completed': '97496', 'on_hold': '704', 'dropped': '396', 'plan_to_watch': '16956'}, 'num_list_users': 117065}",103
15959,Nurarihyon no Mago OVA,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/2/44574.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/2/44574l.jpg'}",2012-12-04,2013-03-04,"The story begins at about 100 years after the disappearance of Otome Yamabuki, Rihan Nura's first wife. Rihan has finally pulled himself together and his life returns to normal. As the head of the Nura Clan, he's busy working on building a harmonious world for humans and youkais. One day, he sees Setsura being upset so he decides to cheer her up by taking the clan to go enjoy the hot spring where Setsura makes up her mind to tell Rihan that she met Otome once after she left him about 100 years ago. She tells him the message that Otome left for him and the truth is...? 

(Source: Mangahere.com) ",7.71,1044,3866,23133,9839,white,2012-10-16T12:48:16+00:00,2022-02-15T20:12:31+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 6, 'name': 'Demons'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",2,"{'year': 2012, 'season': 'fall'}",manga,1413,r+,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '694', 'completed': '15736', 'on_hold': '322', 'dropped': '165', 'plan_to_watch': '6226'}, 'num_list_users': 23143}",104
31704,One Punch Man: Road to Hero,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/8/76392.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/8/76392l.jpg'}",2015-12-04,2015-12-04,"Before Saitama became the man he is today, he trained and fought endlessly to become a hero. While every scuffle leaves his tracksuit uniform in tatters, he always has it mended for free thanks to his local tailor. One day, however, the tailor informs him that he must close up shop due to pressure from a local gang. Saitama decides to help him out—and gains something irreplaceable in the process.

[Written by MAL Rewrite]",7.71,1045,657,285852,165305,white,2015-09-24T23:29:01+00:00,2022-03-21T07:50:08+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2015, 'season': 'fall'}",web_manga,1451,r,One Punch Man: Road to Hero is an anime-exclusive story written by original creator ONE and set before the events of the main story and was bundled with the tenth volume of One Punch-Man manga.,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '4330', 'completed': '250301', 'on_hold': '1084', 'dropped': '594', 'plan_to_watch': '30355'}, 'num_list_users': 286664}",105
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page","{'medium': 'https://api-cdn.myanimelist.net/images/anime/10/77943.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/10/77943l.jpg'}",2016-01-05,2016-01-05,"Bundled with the limited edition 15th volume of the manga.

Chapters adapted
1. Volume 10, Chapter 41: Shirayuki to Zen, Hajimete no Joukamachi Date (白雪とゼン、はじめての城下町デート)
2. Volume 7, Special Chapter: Raji Ouji Youshou no Migiri (ラジ王子幼少のみぎり)
3. Volume 11, Special Chapter: Hajimari no Zen & Mitsuhide & Kiki (始まりのゼン＆ミツヒデ＆木々)",7.71,1050,2154,69252,34065,white,2015-08-21T16:56:29+00:00,2022-03-15T19:07:15+00:00,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",1,"{'year': 2016, 'season': 'winter'}",manga,1441,pg_13,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '1347', 'completed': '52175', 'on_hold': '629', 'dropped': '339', 'plan_to_watch': '14970'}, 'num_list_users': 69460}",106
978,Change!! Getter Robo: Sekai Saigo no Hi,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/23767.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/23767l.jpg'}",1998-08-25,1999-05-25,"Dr. Saotome returns from the dead after being seemingly murdered by Getter pilot Nagare Ryoma and threatens the world with his ultimate creation: the Shin Dragon. Ryoma reluctantly teams up with his former co-pilots Jin Hayato and Tomoe Mushashi to combat Dr. Saotome. The pilots must also deal with the mysterious Invaders, aliens that have the ability to possess humans and warp their flesh to form hideous creatures.

(Source: Nihon Review)",7.71,1054,4898,13133,5077,white,2006-05-17T06:23:34+00:00,2022-03-22T11:45:07+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 14, 'name': 'Horror'}, {'id': 18, 'name': 'Mecha'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",13,"{'year': 1998, 'season': 'summer'}",,1500,r,,"[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '642', 'completed': '6339', 'on_hold': '410', 'dropped': '345', 'plan_to_watch': '5416'}, 'num_list_users': 13152}",107
18619,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1959/92804.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1959/92804l.jpg'}",2014-07-25,2014-07-25,"After a brilliant victory over Saunders University High School, girls from Ooarai now have to face Italian-themed Anzio Girls High School in the second round of the 63rd National High School Sensha-Dou Tournament. The high-spirited girls from Anzio, led by the charismatic Chiyomi Anzai, advance toward the battle equipped with baffling tactics and a secret weapon.

Ooarai will soon find out that what seemed to be a mere formality might take an unexpected and possibly disastrous turn. Whether they will win the match, or lose and doom their school to a closure, is still on a knife-edge.

[Written by MAL Rewrite]
",7.71,1061,2853,41771,23684,white,2013-05-02T14:56:42+00:00,2022-03-22T02:16:05+00:00,ova,finished_airing,"[{'id': 38, 'name': 'Military'}, {'id': 23, 'name': 'School'}, {'id': 30, 'name': 'Sports'}]",1,"{'year': 2014, 'season': 'summer'}",original,2280,pg_13,,"[{'id': 60, 'name': 'Actas'}]","{'status': {'watching': '689', 'completed': '33250', 'on_hold': '307', 'dropped': '200', 'plan_to_watch': '7339'}, 'num_list_users': 41785}",108
474,Macross Plus,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/22779.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/22779l.jpg'}",1994-08-25,1995-06-25,"The year is 2040 and the galaxy is flourishing with several colonies and advanced technology. AI is near perfection and the current top idol is the near-completed Virturoid Idol Sharon Apple. All that is missing are her actual feelings, which instead are supplied by Myung Fang Lone. Sharon's debut concert is on planet Eden, where at the same time, fighter pilots Isamu Dyson and Guld Bowman battle over air superiority for the ""Supernova Project."" Isamu, Guld and Myung were once childhood friends, but after an accident seven years ago, they went their own separate ways. With Myung back in the picture, the old disputes are once again awakened. And when an unstable and illegal AI technique is installed in Sharon, the situation is worsened. 

(Source: ANN)",7.71,1068,2841,42171,19952,white,2006-01-01T17:23:26+00:00,2022-03-11T07:43:36+00:00,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",4,"{'year': 1994, 'season': 'summer'}",original,2340,r,,"[{'id': 110, 'name': 'Triangle Staff'}]","{'status': {'watching': '1160', 'completed': '25778', 'on_hold': '613', 'dropped': '439', 'plan_to_watch': '14230'}, 'num_list_users': 42220}",109
885,Tenshi no Tamago,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/63181.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/63181l.jpg'}",1985-12-22,1985-12-22,"The surrealist world of Tenshi no Tamago is desolate and devoid of the bustle of traditional everyday life. Instead, the world is filled with ominous phenomena, including floating orbs populated with statues of goddesses, gargantuan army tanks that seem to move unmanned, armies of fishermen who chase after the shadows of nonexistent fish, and caverns solely decorated with glass vessels of water.

In this run-down world, a young girl takes care of a large egg and scavenges for food and drink. She encounters a mysterious man with a cross over his shoulder, who soon becomes curious about who she is and what her egg contains. They decide to explore the lost and broken landscape together, questioning each other about the nature of faith, the purpose of the world, and the origins of their lives.

[Written by MAL Rewrite]",7.7,1084,1488,116757,45864,white,2006-04-14T04:29:45+00:00,2022-03-22T09:18:39+00:00,ova,finished_airing,"[{'id': 5, 'name': 'Avant Garde'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}]",1,"{'year': 1985, 'season': 'fall'}",original,4260,pg_13,"When it was brought to the US, 45 minutes of live action footage was added in an attempt to release it as a post-apocalyptic thriller called In The Aftermath: Angels Never Sleep. ","[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '2935', 'completed': '58532', 'on_hold': '1201', 'dropped': '616', 'plan_to_watch': '53720'}, 'num_list_users': 117004}",110
28069,Shigatsu wa Kimi no Uso: Moments,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/74156.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/74156l.jpg'}",2015-05-15,2015-05-15,"OVA bundled with the 11th Shigatsu wa Kimi no Uso manga volume.

The OVA will focus on Kousei, Emi, and Takeshi when they were younger, showing their troubles during their competitions and the beginning of their rivalry.

(Source: Shigatsu wa Kimi no Uso Wikia)",7.69,1089,1727,97950,55136,white,2014-10-22T08:01:33+00:00,2022-03-21T03:06:39+00:00,ova,finished_airing,"[{'id': 19, 'name': 'Music'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2015, 'season': 'spring'}",manga,1394,pg_13,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '1236', 'completed': '77712', 'on_hold': '679', 'dropped': '354', 'plan_to_watch': '17969'}, 'num_list_users': 97950}",111
37773,"Yuru Yuri,","{'medium': 'https://api-cdn.myanimelist.net/images/anime/1138/99547.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1138/99547l.jpg'}",2019-09-18,2019-09-18,"Akari Akaza, Chinatsu Yoshikawa, Kyouko Toshinou, and Yui Funami return to commemorate an exciting occasion! Despite their initial bizarre celebration ideas, they decide to hold a party at their Amusement Club room. With the help of friends from the Student Council, they start preparing for the big day—with a surprise planned for a special someone.

Join the girls as they work together to create an enjoyable and memorable party, all the while interacting with one another with their cute and unique quirks.

[Written by MAL Rewrite]",7.69,1094,3664,26015,8849,gray,2018-04-22T10:32:58+00:00,2022-02-28T14:00:43+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 26, 'name': 'Girls Love'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",1,"{'year': 2019, 'season': 'summer'}",manga,1900,pg_13,,"[{'id': 1087, 'name': 'Lay-duce'}]","{'status': {'watching': '523', 'completed': '12783', 'on_hold': '215', 'dropped': '151', 'plan_to_watch': '12466'}, 'num_list_users': 26138}",112
4811,Ichigo Mashimaro Encore,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/14251.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/14251l.jpg'}",2009-01-23,2009-03-25,Ichigo Mashimaro encore is a two-episode OVA continues onwards from the previous set of OVAs of Ichigo Mashimaro.,7.69,1103,4097,20270,10610,white,2008-06-30T04:17:34+00:00,2022-02-23T19:37:06+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",2,"{'year': 2009, 'season': 'winter'}",4_koma_manga,1620,pg_13,,"[{'id': 39, 'name': 'Daume'}]","{'status': {'watching': '439', 'completed': '14898', 'on_hold': '261', 'dropped': '151', 'plan_to_watch': '4541'}, 'num_list_users': 20290}",113
1888,Ichigo Mashimaro OVA,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/4325.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/4325l.jpg'}",2007-02-23,2007-04-25,"Based on Barasui's manga series, Ichigo Mashimaro follows the life of Nobue Itou, her younger sister Chika, and her friends. The basic premise of the show can be summed up in ""cute girls do cute things in cute ways"", be it trying to quit smoking, going outside to play, celebrating a holiday, or doing school work. This OVA picks up where the series left off, continuing the adventures of your everyday life, only cuter. 

(Source: AniDB)",7.69,1104,3892,22874,12576,white,2007-01-27T22:35:02+00:00,2022-02-18T04:39:36+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",3,"{'year': 2007, 'season': 'winter'}",4_koma_manga,1500,pg_13,,"[{'id': 39, 'name': 'Daume'}]","{'status': {'watching': '420', 'completed': '17521', 'on_hold': '298', 'dropped': '188', 'plan_to_watch': '4473'}, 'num_list_users': 22900}",114
15117,Kami nomi zo Shiru Sekai: Tenri-hen,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/43359.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/43359l.jpg'}",2012-10-18,2012-12-18,"It is summer break and Keima intends to spend all his time on video games. An old acquaintance, the timid girl Tenri, comes back into the neighborhood—and apparently has a lost soul inside her. It is up to Keima and Elysia to unravel the secrets of her heart.

(Source: ANN)",7.69,1105,1406,126682,75821,white,2012-08-10T09:54:28+00:00,2022-03-18T22:03:21+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",2,"{'year': 2012, 'season': 'fall'}",manga,1380,pg_13,,"[{'id': 32, 'name': 'Manglobe'}]","{'status': {'watching': '1888', 'completed': '106516', 'on_hold': '859', 'dropped': '473', 'plan_to_watch': '16974'}, 'num_list_users': 126710}",115
398,Seikai no Senki III,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/2755.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/2755l.jpg'}",2005-08-06,2005-08-06,"Jinto and Lafiel were riding on a light-armed transport ship ""Bokbrusue"" and navigating at the planar space of the Hyde System. This was for Jinto to govern the Hyde System, which returned to Empirial rule after the Union retreated, officially as an Earl. However, the government of Martin, Jinto`s motherland, resisted obstinately against the Empirial rule. On the other side, ""Daiichi Jyuurin Sentai"" (the First Devastation Fleet), formed with the new ship type ""Attack Vessel"", travelled to the Hyde System for drilling practices, but... 

(Source: ANN)",7.67,1145,4498,16459,8410,white,2005-12-23T18:26:53+00:00,2022-03-07T21:13:55+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",2,"{'year': 2005, 'season': 'summer'}",light_novel,2250,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '406', 'completed': '11247', 'on_hold': '218', 'dropped': '155', 'plan_to_watch': '4439'}, 'num_list_users': 16465}",116
33032,Drifters: Special Edition,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1141/97770.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1141/97770l.jpg'}",2016-06-06,2016-06-06,Bundled with the fifth manga volume.,7.67,1154,3366,30712,14507,white,2016-03-26T06:41:04+00:00,2022-01-10T05:59:43+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}, {'id': 42, 'name': 'Seinen'}]",1,"{'year': 2016, 'season': 'spring'}",manga,2493,r,It contains edited footage from the first two episodes of the television series.,"[{'id': 1360, 'name': 'Hoods Drifters Studio'}]","{'status': {'watching': '863', 'completed': '22229', 'on_hold': '325', 'dropped': '314', 'plan_to_watch': '7026'}, 'num_list_users': 30757}",117
33071,Bungou Stray Dogs: Hitori Ayumu,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/87340.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/87340l.jpg'}",2017-08-04,2017-08-04,"Armed Detective Agency members discuss the most suitable candidate for the second-in-command. Doppo Kunikida is carrying out official errands as planned in his diary as usual. Unexpectedly, a bomb-related incident occurs, challenging the ideals he has always upheld. When weighing one life over hundreds, how will he proceed?

[Written by MAL Rewrite]",7.66,1168,1338,136675,70961,white,2016-03-29T17:28:37+00:00,2022-03-19T21:20:43+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2017, 'season': 'summer'}",manga,1426,pg_13,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '1714', 'completed': '104338', 'on_hold': '732', 'dropped': '346', 'plan_to_watch': '30243'}, 'num_list_users': 137373}",118
1011,Ranma ½ Super,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1071/94957.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1071/94957l.jpg'}",1995-09-21,1996-01-19,"Super OVA 1: Based on a story from vol. 27 of the manga, Shampoo and Ukyo arrange to travel to a cave that is legendary for breaking up couples. They hope they will cause Ranma and Akane to break-up and Shampoo hopes to ditch Mousse the same way.

Super OVA 2: ""Jaaku no Oni"" (lit. ""The Wicked Demon"") was released in 1995. Based on a story from vol. 29 of the manga, an Oni (that wears a tiger-striped diaper just like the Oni of Urusei Yatsura) escapes it`s sealed box and begins to possess people in the neighborhood.

Super OVA 3: This is a story from vol. 31. Ranma disturbs a doll that takes revenge on anyone that shows it disrespect. In order to teach Ranma a lesson, the doll possesses Akane and tries on many occasions to attack him. 

(Source: AniDB)",7.65,1187,4395,17385,8003,white,2006-05-29T23:13:30+00:00,2021-10-26T09:17:59+00:00,ova,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",3,"{'year': 1995, 'season': 'summer'}",manga,1560,pg_13,,[],"{'status': {'watching': '353', 'completed': '12749', 'on_hold': '232', 'dropped': '171', 'plan_to_watch': '3887'}, 'num_list_users': 17392}",119
33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/7/84463.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/7/84463l.jpg'}",2017-02-25,2019-03-01,"Three years since the return of the legendary Space Battleship Yamato, Earth has begun rebuilding itself and has made peace with the Gamilans. However, this recovery comes at the cost of utilizing the forbidden Wave Motion technology. 

Meanwhile, the notorious former crew members of the Yamato, who have each gone their separate ways, receive a psychic message from the mysterious Goddess Teresa. She urges them to return to their beloved ship and travel to the distant planet Terezart. They are promised a revolutionary power to combat the unprecedented threat of the relentless Gatlantis Empire, who are approaching Earth with all but innocent intentions.

Unable to resist her plea, the crew reassembles and sets sail on another perilous intergalactic voyage, one that will test their sheer courage and versatility in the face of an even greater foe.

[Written by MAL Rewrite]
",7.65,1192,4115,20038,5505,white,2016-03-28T15:46:33+00:00,2022-03-16T05:26:09+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",26,"{'year': 2017, 'season': 'winter'}",original,1500,pg_13,,"[{'id': 27, 'name': 'Xebec'}]","{'status': {'watching': '2777', 'completed': '6000', 'on_hold': '1048', 'dropped': '543', 'plan_to_watch': '9711'}, 'num_list_users': 20079}",120
1813,Genshiken OVA,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/2/21672.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/2/21672l.jpg'}",2006-12-22,2007-04-25,"It's the start of a new year for the Genshiken crew, and that means recruiting new members. Always a dreaded task, The Society for the Study of Modern Visual Culture manages to get Chika Ogiue pushed onto them from the Manga Club. With her introduction of ""I'm Ogiue and I hate otaku,"" this year certainly will be anything but boring.

(Source: ANN)",7.64,1208,2664,47700,28171,white,2006-12-30T14:54:15+00:00,2021-11-26T07:00:34+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 36, 'name': 'Slice of Life'}]",3,"{'year': 2006, 'season': 'fall'}",manga,1440,pg_13,,"[{'id': 30, 'name': 'Ajia-Do'}]","{'status': {'watching': '571', 'completed': '38164', 'on_hold': '471', 'dropped': '258', 'plan_to_watch': '8266'}, 'num_list_users': 47730}",121
3931,Initial D Battle Stage 2,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/13167.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/13167l.jpg'}",2007-05-30,2007-05-30,"This is simply the OVA summing up the major events and battles of ""Initial D 4th Stage"" much like the ""Initial D Battle Stage"" original summed up the first 3 seasons. Additionally, has 2 extra battles from the manga that were not incorporated into the original 4th Stage.

(Source: ANN)",7.64,1213,3640,26444,12237,white,2008-02-16T10:39:20+00:00,2022-03-20T20:49:45+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 3, 'name': 'Cars'}, {'id': 8, 'name': 'Drama'}, {'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}]",1,"{'year': 2007, 'season': 'spring'}",manga,4800,pg_13,,"[{'id': 179, 'name': 'A.C.G.T.'}]","{'status': {'watching': '451', 'completed': '20139', 'on_hold': '214', 'dropped': '239', 'plan_to_watch': '5434'}, 'num_list_users': 26477}",122
